Hotel,Liked,Disliked,Score
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",9.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",8.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",10.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",9.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",10.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,10.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",10.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",10.0
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,10.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,9.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",10.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",10.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",10.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",9.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",9.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,10.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",10.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",10.0
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,10.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,9.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",10.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",8.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",8.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",9.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",9.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,9.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",9.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",9.0
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,9.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,10.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",8.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",10.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",10.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",9.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",9.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,9.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",9.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",10.0
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,10.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,8.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",10.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",8.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",10.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",10.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",10.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,10.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",10.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",7.9
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,8.8
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,10.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",10.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",10.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",8.8
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",10.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",9.6
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,7.5
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",9.6
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",7.9
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,10.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,10.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",10.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",10.0
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",10.0
Siena Palace,,"was fine. Cozy and clean rooms..Quiet and communicative place, near to the beach. Friendly and responsive staff. Nice pool with a quite relax zone. .The option to book a parking place was awesome, considering the fact that there are no fr…...",5.0
Siena Palace,,"on and meals, nice rooms. Everything was just fine!”.",7.0
Siena Palace,,was great! .The room with the view from the 4-th floor was magnificent and you get partial sea view. .The cleanness of the entire hotel was exceptional..We did like the underground parking and that save us a lot of time and problems in th…...,6.0
Siena Palace,,"nd staff, excellent breakfast, free parking. Highly recommended place”.",7.0
Siena Palace,,"otel ,very clean and tidy,beautiful pool area and pool bar.The garden restaurant was amazing ,the restaurant manager Daniela was very polite and friendly, always there to help.The reception manager was amazing too ,very helpful for our ne…...",2.0
Siena Palace,,was perfect. The room is spacious. Everything in the hotel was very clean. The staff was very friendly. The breakfast was good with variety of things and tastes. We visited the restaurant for dinner it was also good.”.,10.0
Siena Palace,,and modern hotel. Staff are very friendly. Breakfast is very good as well.”.,8.0
Siena Palace,," for your money. Very friendly staff, rooms and bathroom clean. Space is not exceptional, but enough for your stuff.”.",9.0
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",9.2
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",8.8
Siena Palace,,"was great, we had an apartment and breakfasts and dinners (food was delicious), room and hotel is very clean.”.",9.6
Siena Palace,,"ful room, there is a supermaket near the hotel and the perla beach is very close to the hotel. Totally worth the money.”.",6.9
Perla Royal Hotel,"Great hotel on a great location just by the small river, just a 2 minute walk across a pedestrian bridge to get to a nice beach. 2 large pools, with children sections. Nice and airy property. The room we got was big and nicely decorated, very comfortable. Booked an all inclusive deal, the usual drinks (bulgarian alcohol + draft beer), tasty food (not excellent but for sure not bad). All in all highly recommended. Staff was very kind and accomodating, congratulations to them!.",,10.0
Perla Royal Hotel,"Spaceous room and bathroom, clean, bright. Breakfast was diverse. Air conditioning system was quick and powerful. I liked the stereo system in the bathroom..","There was nothing to hang your wet clothes/towels/bathing suits even though there was a terrace - and this is rather important at beach resort. There was also no water heater and coffee/tea left, which you'd expect for a room of this price. Also, the terrace was quite dirty, though I imagine one could blame the windsand bird nest for this..",9.0
Perla Royal Hotel,Like the location is close to beach and also reciptionist is smiling us well.,,8.0
Perla Royal Hotel,"I was pleasantly surprised by how friendly and helpful was the staff. From the reception, through the bar and the restaurant, all the people were exceptionally kind.  The food and its variety were great. Another awesome thing was the proximity to the best beach in Primorsko (the south beach)..",The wifi was very slow but it wasn't a big problem for us as we were on the beach all day..Another thing was the cleaning of the rooms - the ladies forgot to replenish the toilet paper and the shower gel once but when I told them they fixed it immediately..,9.0
Perla Royal Hotel,,No guest parking included. Limited parking spaces for extra charge.,9.0
Perla Royal Hotel,The food was very tasty..,,9.2
Perla Royal Hotel,"-swimming pool.-restaurant.-big, clean and tidy room.-friendly, lovely staff.- would recommend and i will visit again!.","Small tips for improvement:) .-some of the staff can’t speak local language, which is not bad, but for me a little bit strange, nevertheless they are very lovely and friendly.-room weren’t cleaned daily, one or two days skipped, the ashtray on the balcony wasn’t cleaned for the 5 days stay.-.",9.6
Perla Royal Hotel,"We liked: the direct sea view from the balcony, the bathroom, the front desk staff was polite. The boatman that is sailing hotel guests on a pram across the river to the beach area..","ants in the room; the bed was made up of 2 twin mattresses that were always sliding apart forcing us to always pull them together (very inconveniencing); the uncomfortable pillows (too thick); small and standard flat-screen TV without SmartTV; poor level of housekeeping service (forgot to replace the swimming towels, did not replenish shampoo and show gel dispensers (until we called on day 3 to ask for it), did not vacuum clean the room unless we asked for it (although it was obvious the room needed to be cleaned up and wiped), on their first make-up of the room bed sheets had a whole on them, etc.); horrible wifi (constantly on and off and only one device at a time would be able to connect to wifi); poor breakfast; restaurant stuff extremely slow at cleaning tables, the child high-chair was never clean (I had to always disinfect and clean it before every single use); the riverside was unclean and full of old boats; the walking area outside the hotel was filthy and stinking from the nearby garbage bins; crowdy beach with paid umbrellas and shaiselongs. Late night night clubs on the beach make a lot of noise!.",2.0
Perla Royal Hotel,"Staff are so friendly, food was excellent and plentiful! Glad we only stayed for 3 nights though or I wouldn’t fit into my clothes! .Roll on next year, if we don’t get to come back again before then! 🤭.",Nothing to not like!.,10.0
Perla Royal Hotel,every thing from staff to food to rooms all fantastic rooms very clean food cooked perfect and tasty waitress was brill very hard working and reception staff very friendly and help full  thank you 10 out of 10.,nothing could have made our stay any better we were treated brilliantly thank you all.,10.0
Perla Royal Hotel,The location is ok. .You can go to the beach with a boat (1 minute) .The room was ok..,"1. First of all , they have on booking pictures from an aquapark. They do not have an aquapark at the hotel . .And the aquapark is completly diferent from the hotel..So do not make illusions that you will have slides there..2. The water of the pool is very cold. And i am not so sensitive regarding this..3. The food at the breakfast is very poor. The egg eye are often from , at least, one day ago. .Launch and diner was ok . This means that you can choose something to eat..Drinks are bad all the time..4. Kids entertainment - does not exists even if there is a dedicated place for that..Kids poll is not clean at all..In one word, there is a riun for kids..",4.6
Perla Royal Hotel,everything.,the pillows on bed.,10.0
Perla Royal Hotel,Very clean and comfortable. Perfect service..,,10.0
Perla Royal Hotel,"Delicious food, friendly staff! Top place!.",,10.0
Perla Royal Hotel,"Very spacious room with good view, varied food, good quality, friendly staff, cleanliness. The hotel is located in a quiet area on the banks of a river.",The parking lot was makeshift in a grove and unguarded. Poor quality non-alcoholic beverages. The hotel does not have its own beach.,9.0
Perla Royal Hotel,"Breakfast was great, and the pool and the climbing equipment. You can see the sea from each room. There is a raft connecting the hotel to the beach. The beach is ideal for small children. The view from the hotel room is great. The receptionist is smiling and glowing, always willing to help. The restaurant staff were cooperative and attentive. The maids came by every day to clean up.","It would be nice to inform your maids how the room is cleaned. For example, we used to go every day, but there was sand on the terrace of the towels and the air mattresses. Also, our table was never picked up. It is good to have high chairs also returned at least once a day. .At night it was loud, negative that the location was sort of on the beach. My kid woke up about three and said he couldn't sleep at that dum dum dum.",8.0
Perla Royal Hotel,"Great location, close to the south beach. We were being carried by raft down the river. Our room was spacious and clean. All over the building and the pools were clean. Quiet and quiet at the hotel. Comfortable beds. Very good air conditioning system in the rooms.","There was no space on the terraces, no mosquito nets, which made us almost stay closed at night. There was no cartoon for children, and it was not mentioned in the description as a service, but still for a 5-star hotel, it would be good to offer. Meals in the restaurant are also available. There wasn't much variety, but some things were delicious. I didn't like the idea of half-baked goods, not everything, but there were some. For those stars, I don't think there should be such a thing on the menu.",8.0
Perla Royal Hotel,"Spacious rooms, spacious baby bed. In the bathroom there is both a bathtub and a shower. The food is not very diverse, but good. Very good ice cream.","Breakfast the same every day. At lunch only 2 kinds of soup, one of which is vegetarian.",9.0
Perla Royal Hotel,"The food was delicious and varied.The room was spacious, cosy and clean.The staff are very kind and helpful.",Very few drinks are included in the all-inclusive offer.Even espresso comes at extra costs.Masks may be available for hotel guests who have forgotten or spent their own.,8.0
Perla Royal Hotel,"The room and the view were very nice, it was clean.","The food was not good – neither breakfast, lunch, nor dinner – very scarce and if you go for an hour, hour and a half before they finish, there is nothing left (they don’t put food). In parallel, some of the staff are super rude and frowny, and at reception they can't even speak Bulgarian... there's no parking space and you park deep in the woods... with a more expensive car isn't very OK..",7.0
Perla Royal Hotel,Food,Room cleaning,8.3
Perla Royal Hotel,"It's a good place for families with kids. For children, private beds are provided, something that is very important for a good and relaxing holiday. The staff is cooperative. The beach is close to the hotel. The food is very good. I've been using this hotel for a few years, and I'd do it again. Free parking is available. It features a large enough courtyard, with good landscaping and well-maintained lawns. The hotel has 2 large pools and 2 smaller pools for children.",The water in the big pool wasn't clean.,9.2
Perla Royal Hotel,- Good location - Clean establishment - Friendly and friendly staff,"- It doesn't match a 5-star hotel, it's more like a 4-star restaurant with no air conditioning, food I'd say is the lowest quality..- Rooms are not cleaned regularly..- Quality ratio doesn't match..- You don't get what you pay for..- No hotel that sells a bed and breakfast package, has a bar or a restaurant that has free food or simply can't afford at least one toast to buy.",7.1
Perla Royal Hotel,"The food is very, very tasty, wine and beer all the time, ice cream and all sorts of sweets, all the staff are young, beautiful, gentle and attentive. Special thanks to Daria for the great communication and the positive she radiates at the reception! The South Beach is a stone's throw away, the North Beach is a 15-minute walk through the city, it's calm there, it's stormy there, and you can choose. North Beach is prettier and better. And to walk with your legs once again, to reduce your kilograms☺ But the pool on the territory of the hotel is wonderful, large, with boats and slides, a children's room, tennis, all sorts of entertainment - children are a real pleasure. The main street is nearby, all the shops are yours. Family holidays here are the best) by the way, all the staff speak Russian too, no problem. The weather in August is wonderful☺","Everything is fine, mb, it does not interfere with hanging flypapers from flies in the restaurant hall ☺",9.2
Perla Royal Hotel,It was great.,,8.5
Perla Royal Hotel,,Staiata is not cleaned regularly,7.5
Perla Royal Hotel,"Everything was great, all in all!",The value for money ratio - the hotel does not match the concept of five-star luxury.                                                    The staff did not speak Bulgarian.,9.6
Perla Royal Hotel,The food,Hotel room cleaning pools,6.0
Perla Royal Hotel,The food is delicious.,"The hotel does not have a private beach. The money for the beds is taken by a cheeky Balkan child who seems to have come to collect defense money. This is a very big downside. You can’t relax at night, drunk, quarreling people are bothered. Bulgarian merchants and hotel staff do not speak English.",6.0
Perla Royal Hotel,"Beautiful location, rooms are spacious. It looks much more beautiful in reality. Cleaning is done daily. The food is very tasty and the drinks are quality. Very interesting is the landscape and the fact that the beach can be reached by boat.",Wifi internet does not work very well,10.0
Perla Royal Hotel,"Everything was great. The pool was great, the food was great. We're very pleased with our stay.",There is no such thing.,10.0
Perla Royal Hotel,"It's a great place, it's a pearl. The staff were extremely polite, young people and always smiling..The room had everything we needed for our stay and was cleaned every day. We were with a little kid and we felt at home..The variety of food was a big plus considering our little grudge. He always had something to tempt him with.",,10.0
Perla Royal Hotel,The location is unusual - on the banks of the river. Meals for 4 with a minus.,"Dirty room: Dirty windows, mold in the shower, dirty shower head, dirty floor carpet, ventilation grate covered with many days of dust, disgusting maid work: in six days / 5 nights, they only took out the garbage twice, while nothing else was cleaned . The concept of the hotel is not clear (they did not understand what is included in the ""all inclusive"", the hotel employee could not explain it to us), the hotel is also dirty, as we understood the working staff is extremely insufficient, for example: leaving at 8 o'clock for breakfast observed an unsightly picture: the tables near the pool were littered with dirty dishes, empty bottles, bits, ashtrays overflowing with cigarette butts. The water, as previously written, is very cold, the animation is completely absent. This hotel absolutely does not correspond to the declared 5 stars, at best it is a three. In June of this year, we rested in a 4-star hotel in Pomorie, these were absolutely well-deserved 4 stars with a plus.",4.6
Perla Royal Hotel,,"They don't have a children's program, and it says that they have animation for children every day..Beach umbrellas are available at an additional cost..The water in the pools is super cold..The staff are not forest Bulgarian and English.",4.2
Perla Royal Hotel,,"Extremely dirty. Cleaning of the rooms (every other day) includes a bed cover. Baths, sheets, towels - nobody touches, you have to fight with 100 people to get someone to change them at 6:00. There were spiders..The restaurant, the naked water. If you come in at 8:15 for dinner, what's to eat is already over and no one's charging. The staff is looking at you poisoned like you're an intruder, God forbid you should ask for anything..The most unfortunate thing is that we stayed in the hotel next door in June and the service and cleaning were normal. But alas, in Bulgaria, it seems a season is too long to maintain quality...",4.6
Perla Royal Hotel,,"-the hotel is not located by the beach, because you have to walk to the beach and in addition you have to pay for sunbeds, -when it comes to the pool, the water is almost freezing, -there are no attractions for children, there is a kindergarten, but it is not really there, because nobody organizes anything as it should be, my kids were even invited to the Minidisco which was supposed to be every day, and during my 7 day stay at the hotel, it didn't happen even once. At the ""playground"", where there was one slide, there was a wasp nest, which also had no time to take care of, - the food was practically the same and of poor quality every day, and when it comes to the all inclusive option, it is a waste of money. There was no drinking water in the room, and when I asked the lady at the reception for it, she said it was paid extra, even in the all inclusive option. The content of the refrigerator in the room was extra paid for everyone, no matter what option you chose. In my opinion, the restaurant should have insecticide lamps, which were not there and it was swarming with insects that sat on the food, -employees have no idea about the hotel industry, -visible lack of organization -the photos show the Aquapark, which is not next to the hotel -The hotel is not suitable for families with children",2.5
Perla Royal Hotel,"Great place to relax, friendly and helpful staff! Great, quality food, perfect hygiene!.I recommend the hotel to everyone. .This location is very good",,10.0
Perla Royal Hotel,"Great breakfast place with plenty of space! Breakfast, quite rich, you had a choice!","We found hair on our underwear, many strands, even when we stayed! The glasses and cups that lay in the hallway, unwashed and multiplied day by day!",7.0
Perla Royal Hotel,"The location of the hotel is good, the restaurant is good.. It's a nice hotel, but for their prices, they have to be more careful about cleaning the rooms!","The bathroom hasn't been cleaned once in six days..You have no place to put your towel, your bathing suit after the beach. They didn't change the towels in the bathroom until I asked for it on the third day!.They had problems with the Internet...",7.0
Perla Royal Hotel,"Everything was so beautiful, so personnel was so wonderful, so they gave us all the attention, and they were so proud of their behavior, so professional, so they said, ""Thank you for everything.""",,10.0
Hotel Penelope,- IGOR - the receptionist is the best.- trip on yach in prize of accomodation.- near beach.- small hotel.,- still the same food for breakfasts.,9.0
Hotel Penelope,Everything was perfect. I would go there again ;).,,7.0
Hotel Penelope,Location.,There was no POS available at check out and i had to wait for 30 mins to bring the device to pay by card.,7.0
Hotel Penelope,"Really pleasant room and view. Nice staff, very friendly, speaking Russian and English as well..",Those with baggages - no elevator. You were warned. ;).,10.0
Hotel Penelope,Good location. Near to the beach..,There is not a parking space.,6.0
Hotel Penelope,Amazing stuff.realy nice room.it is rare to find sich a good service in Bulgaria.recomend it 100%.,Nothing.,10.0
Hotel Penelope,Evrithing.,Amazing place.,10.0
Hotel Penelope,"Excellent view, spacious room.",Breakfast could be better.,8.0
Hotel Penelope,Good breakfast,"Amortized furniture, mattresses worn out, dryer rusted.",7.0
Hotel Penelope,Breakfast,Mat,8.0
Hotel Penelope,unique view from the terrace...,No elevator...,8.0
Hotel Penelope,"The staff's attitude, the location of the hotel with a nice view of the sea, was also clean and maintained",The mattress on the bed was awful and crooked.,8.0
Hotel Penelope,"The view from the terrace was great and the hotel's very location was great, and I liked it that it was close to the beach.","1.Provided that I have indicated in my booking that we are with a child aged 12. I expected it to be at least on a cot... alas, my daughter had to sleep in a sofa chair, which in a tense position occupied the small spare part of the room..2.For my short stay of 7 days, not once have bed linen been changed, which is unacceptable to me..3.Fix the lights in the bathroom in room 42, there's no key to turn off unless you pull the electrical card, which is not okay.",7.0
Hotel Penelope,"The location of the hotel for us great, more close. Pool clean. Staff super, helpful, smiling. Breakfast buffet, but still the same. Cleaning daily, but just Bulgarian style. Otherwise a relaxing holiday.",The boat offer offered by the boat was not included in the price at all. The children were looking forward to it. It bothered me.,8.0
Hotel Penelope,Breakfast was very good and varied,I think we should clean the room every day. I didn't like that there were sometimes cots in the hallway.,8.0
Hotel Penelope,"With a few exceptions, breakfast was good. The location and the view were great, but there's a problem with the parking. It's a small town, but there were no shortages of attractions.",It would be better if the restaurant was serving breakfast and lunch and dinner.,7.0
Hotel Penelope,The hotel is a 3-minute walk from the beach. Breakfast is varied and includes great fruits and vegetables. Staff are friendly and hygienic.,The discomfort was only caused by the lack of ventilation in the bathroom.,8.0
Hotel Penelope,Great location. A kind lodger. A boat ride.,"Breakfast wasn't on the level. There was no fruit. Tea, juice and coffee were not good. 2 types of salami and bread daily. Tomato, pickle and scrambled eggs.",8.0
Hotel Penelope,"A lovely hotel, a courteous and cultured staff. Rich breakfast and a clean room.Beautiful sea view.",,9.0
Hotel Penelope,"Breakfast was good, the hotel is near the beach","The ad said that the price included a yacht trip, which didn't happen.That's misleading.",7.0
Hotel Penelope,,No private parking,7.0
Hotel Penelope,The hotel is located very close to the northern beach of Primorsko and close to the city centre. Breakfast was hearty and delicious. The staff was polite.,"It might be cleaner. The room where we were staying had a partial view, although this was a request from me when I made the reservation.",9.0
Hotel Penelope,"We loved our stay, the north beach was very close, we had a wonderful view of the sea from the terrace. The staff was very kind and helpful.",-,8.0
Hotel Penelope,"A clean, nice place. The staff has been very cooperative and attentive.",The location of the hotel did not meet my expectations.,8.0
Hotel Penelope,"Breakfast was delicious, content! The centre and the beach are nearby!",,9.0
Hotel Penelope,Breakfast was very good and abundant and there was fruit.,"The staff were late to check in, but as far as we knew, it was their fault.",8.0
Hotel Penelope,Breakfast was good!,There were no napkins!,8.0
Hotel Penelope,"Location, breakfast included.","1. Dinner request was slow - we had to wait three times for the first order of dinner..2. The double bed was uncomfortable with the split in the middle..3. Some of the staff were not friendly.",7.0
Hotel Penelope,"Staff are young and friendly. But the most beautiful view here is the Pearl dunes and the sea ⛵🌅🌿, as well as the glass walls to the terraces. 😁 Just for the view, the stay is worth it.","There is no actual maid service, bed linen and towels are not changed during the stay, and waste baskets and floors are not cleaned. The parking spaces are public and in high season, they're a problem.",7.0
Hotel Penelope,"Great location, friendly staff and most of all, great views from the sea-view room.",,9.0
Hotel Penelope,,has been hidden because it doesn't meet our guidelines..,8.0
Hotel Penelope,"Nice place, near the beach! Beautiful view!",,9.0
Hotel Penelope,View from the balcony,Linen not very fresh,7.9
Hotel Penelope,,Double bed is not a bedroom. Imathras are not okay.,10.0
Hotel Penelope,A perfect welcome.Friendly and helpful staff.Very good hygiene. I'd be happy to visit them again.,,10.0
Hotel Penelope,Staff relations!,There's no elevator and the bathroom smells like mold!,4.0
Hotel Penelope,"The friendly reception and staff are friendly, the hotel is close to the beach","The room was not properly cleaned, there were cobwebs and dishonest hairs in the bathroom and on the beds, the mattress was lined with bricks to keep it from falling, the terrace door was very hard to close, the toilet bowl was broken, and the lack of an elevator was the cherry",3.0
Hotel Penelope,,"Some food ran out fast before 9:00. - Stop cleaning, stop cleaning, stop cleaning, stop cleaning, stop cleaning, stop cleaning, stop cleaning the room, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop. .Towels were not changed and sheets were changed once a week",5.0
Hotel Penelope,"Perfect place and great staff! Tranquility, cleanliness and perfect service!) We’d love to stay again!”",,10.0
Hotel Penelope,"Everything!.We'd love to visit him again!","Spring mattresses and no toiletries (soap, shampoo, gel shower) in pandemic conditions.",10.0
Hotel Penelope,The hotel's location and the courtesy of the staff.,"No toiletries, and the bed wasn't a bedroom, but two adjoining beds and the internet was slow.",6.0
Hotel Penelope,There's nothing we don't like and complain about! Perfect weekend on the beach! Beautiful rooms with magnificent sea views. A 5-minute walk from the beach and 10 minutes from Primorsko centre. Very nice breakfast. The staff is very friendly and helpful. We'll visit again!,,10.0
Hotel Penelope,"The hotel is located almost on the beach, through two sand dunes. Primorsko centre is a 10-minute walk away. The sea view from the rooms is magnificent! Clean and very nicely furnished en suite rooms, comfortable and spacious enough. Breakfast is buffet style and enough for everyone. Staff are very friendly and helpful. Igor at the reception finds a solution to every case."".We plan to make it our favorite place on the beach!",,10.0
Hotel Penelope,"Great hotel, great location, great staff, excellent breakfast!",,10.0
Hotel Penelope,"The hotel is an extremely pleasant and peaceful place to relax, a room with spectacular sea views, and the staff are friendly and helpful.We'd definitely come back!🙂🙂🙂",We missed a more varied breakfast!,10.0
Hotel Penelope,The place was clean and nice. It's a very good location. Breakfast was hearty and delicious. The staff was very polite and friendly.,,10.0
Hotel Penelope,Everything was wonderful.,,10.0
Hotel Penelope,"The location is perfect, the terrace has sea views. Breakfast and tomatoes were lovely.",,10.0
Hotel Penelope,"Everything was great, the rooms were unique, the breakfast was delicious, very near the beach. It was perfect.",,10.0
Hotel Penelope,"Excellent service, very good breakfast, spacious rooms, swimming pool, and again, I will be sure to visit the centre 10 minutes to the beach 5 minutes parking spaces.",I'm not gonna hate it.,10.0
Hotel Penelope,"A fresh place to relax, with a smile and friendly staff. I recommend it!",,10.0
Hotel Penelope,The proximity of the sea.,"No Internet. Dirty. Staff do not follow any hygiene rules. Coffee and tea of very poor quality. Broken sheets. No clothes hangers. Everything's depreciated. At 9:05, 50% of the products on the block are finished. For a boat cruise...",2.0
