,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
5943,11309,City Avenue Hotel by HMG,Value for money.,,7.0,Value for money. 
5944,11310,City Avenue Hotel by HMG,"Hotel is very comfortable, quiet. It's a 3 minutes walk from the closest metro station. Shower is excellent. Wifi works like a charm. Staff was very helpful.","It's around a 10-15 minutes walk to the center, not so much to do around the neighborhood. Healthy breakfast options were scarce.",7.0,"Hotel is very comfortable, quiet. It's a 3 minutes walk from the closest metro station. Shower is excellent. Wifi works like a charm. Staff was very helpful. It's around a 10-15 minutes walk to the center, not so much to do around the neighborhood. Healthy breakfast options were scarce."
5945,11311,City Avenue Hotel by HMG,"Great location, close to the city center, friendly staff, good breakfast..","TV channels were missing, the room needs renovation, overrated minibar, otherwise I will recommend the place..",7.0,"Great location, close to the city center, friendly staff, good breakfast.. TV channels were missing, the room needs renovation, overrated minibar, otherwise I will recommend the place.."
5946,11312,City Avenue Hotel by HMG,SPACY ROOM. NEAR METRO AND CITY CENTRE. FRIENDLY STAFF. GOOD BREAKFAST..,THE CARPET IN THE ROOM NEEDS REPLACEMENT..,8.0,SPACY ROOM. NEAR METRO AND CITY CENTRE. FRIENDLY STAFF. GOOD BREAKFAST.. THE CARPET IN THE ROOM NEEDS REPLACEMENT..
5947,11313,City Avenue Hotel by HMG,"Very good location, near the city center..Huge and comfortable bed. .Really nice amenities..Excellent and diversified breakfast. .English speaking staff at the reception..","Small details regarding the overall aspect of the hotel and room, like at the bathroom, on the inside half of the door knob was missing..Small parking, but we were lucky that there weren’t so many guests..",8.0,"Very good location, near the city center..Huge and comfortable bed. .Really nice amenities..Excellent and diversified breakfast. .English speaking staff at the reception.. Small details regarding the overall aspect of the hotel and room, like at the bathroom, on the inside half of the door knob was missing..Small parking, but we were lucky that there weren’t so many guests.."
5948,11314,City Avenue Hotel by HMG,The location was not too far from the center. You can reach all the city by feet app. İn 20 min. Reception staff was jocund and nice. Rooms were cosy and clean.,The young lady in the kitchen was very very rude. .Cleaning in the restaurant was not enough. They should have a look at restaurant part..,7.0,The location was not too far from the center. You can reach all the city by feet app. İn 20 min. Reception staff was jocund and nice. Rooms were cosy and clean. The young lady in the kitchen was very very rude. .Cleaning in the restaurant was not enough. They should have a look at restaurant part..
5949,11315,City Avenue Hotel by HMG,- hotel staff.- exceptional breakfast.- room.- free parking.,Everything was great!.,9.0,- hotel staff.- exceptional breakfast.- room.- free parking. Everything was great!.
5950,11316,City Avenue Hotel by HMG,Location is ideal..,"No fitted bed-sheets, so sleep on mattress!.",8.0,"Location is ideal.. No fitted bed-sheets, so sleep on mattress!."
5951,11317,City Avenue Hotel by HMG,"The hotel is 10 minutes walk from city center or 1 subway station away. The subway station is situated 2 minutes from the hotel. The area is quiet BUT there is one problem in Sofia and it doesn't matter where you stay - it is the noise from the airplanes, the airport is very close to the city and the fly low above it..The stuff is helpful and reception is available 24/7. Air conditioner works only with the close window, if it is even slightly  open the conditioner won't work. .But overall the impression is good.","You can see a beautiful mountain Vytosha from all over the city and from the outside of the hotel, but there is no any view from the room window, it's just another window across.For me breakfast was pretty poor but it's the matter of taste. If you like sandwich style- it's for you because the breakfast is mostly the sandwich components.",9.0,"The hotel is 10 minutes walk from city center or 1 subway station away. The subway station is situated 2 minutes from the hotel. The area is quiet BUT there is one problem in Sofia and it doesn't matter where you stay - it is the noise from the airplanes, the airport is very close to the city and the fly low above it..The stuff is helpful and reception is available 24/7. Air conditioner works only with the close window, if it is even slightly  open the conditioner won't work. .But overall the impression is good. You can see a beautiful mountain Vytosha from all over the city and from the outside of the hotel, but there is no any view from the room window, it's just another window across.For me breakfast was pretty poor but it's the matter of taste. If you like sandwich style- it's for you because the breakfast is mostly the sandwich components."
5952,11318,City Avenue Hotel by HMG,"Staff at reception were excellent. They were helpful, polite and friendly.","We forgot cheese in the hotel room fridge . Thought guy at reception asked cleaner to check out the fridge bar, she didn’t say anything about items didn’t belong to hotel. Nothing value, but our English friends were waiting for cheddar we suppose to bring....",9.0,"Staff at reception were excellent. They were helpful, polite and friendly. We forgot cheese in the hotel room fridge . Thought guy at reception asked cleaner to check out the fridge bar, she didn’t say anything about items didn’t belong to hotel. Nothing value, but our English friends were waiting for cheddar we suppose to bring...."
5953,11319,City Avenue Hotel by HMG,,.Disliked  · there were some bags in the cupboard .when i called they told me that they did not find anything. still we are 100% persent that things were there..,7.0, .Disliked  · there were some bags in the cupboard .when i called they told me that they did not find anything. still we are 100% persent that things were there..
5954,11320,City Avenue Hotel by HMG,"Location is great, near Metro station and center. The room was clean, beds comfortable. Hot continental breakfast, buffet type, various enough. Free wi-fi. Free private parking near the entrance. Can be recommended for short stay during business trip..","Just a small  tip: there was a kettle, snacks and everything, but only one cup (although the room for two)..",9.0,"Location is great, near Metro station and center. The room was clean, beds comfortable. Hot continental breakfast, buffet type, various enough. Free wi-fi. Free private parking near the entrance. Can be recommended for short stay during business trip.. Just a small  tip: there was a kettle, snacks and everything, but only one cup (although the room for two).."
5955,11321,City Avenue Hotel by HMG,"The location is very central, very  close to the subway, and the staff was helpful and nice..",The breakfast was rather poor; there were no slippers offered to the guest and the carpet (both in the hallway and in the room) was not the cleanliest..,7.0,"The location is very central, very  close to the subway, and the staff was helpful and nice.. The breakfast was rather poor; there were no slippers offered to the guest and the carpet (both in the hallway and in the room) was not the cleanliest.."
5956,11322,City Avenue Hotel by HMG,"Location, wifi, breakfast all good.","Dont leave your food on the table, ants may visit.",9.0,"Location, wifi, breakfast all good. Dont leave your food on the table, ants may visit."
5957,11323,City Avenue Hotel by HMG,"Safe parking infront od the hotel, breakfast was good.","Beds were soft, showers were leaking, so bathroom was wet.",8.0,"Safe parking infront od the hotel, breakfast was good. Beds were soft, showers were leaking, so bathroom was wet."
5958,11324,City Avenue Hotel by HMG,"Clean room, big lcd tv, location.",Small parking space.,8.0,"Clean room, big lcd tv, location. Small parking space."
5959,11325,City Avenue Hotel by HMG,Location is convenient. 15 minutes walk to center. Room was spacious  and clean and breakfast was good with plenty of choices..,"The mattress in our was very unconfortable. It was so old that instead of a straight shape it had an ""U"" form..",7.0,"Location is convenient. 15 minutes walk to center. Room was spacious  and clean and breakfast was good with plenty of choices.. The mattress in our was very unconfortable. It was so old that instead of a straight shape it had an ""U"" form.."
5960,11326,City Avenue Hotel by HMG,"Fantastic breakfast, we had an amazing room with couch, private parking free.",,9.0,"Fantastic breakfast, we had an amazing room with couch, private parking free. "
5961,11327,City Avenue Hotel by HMG,Location.,,7.0,Location. 
5962,11328,City Avenue Hotel by HMG,"Location is good, breakfast was also very tasty and with a lot of variety..",,9.0,"Location is good, breakfast was also very tasty and with a lot of variety.. "
5963,11329,City Avenue Hotel by HMG,"Excelent balance for this price. Staff, brekfast and location..","Garden, and view from a window..",8.0,"Excelent balance for this price. Staff, brekfast and location.. Garden, and view from a window.."
5964,11330,City Avenue Hotel by HMG,The breakfast was great. Was included in my tariff. The bar was amenable. Staff were friendly and helpful. I would stay again..,,7.0,The breakfast was great. Was included in my tariff. The bar was amenable. Staff were friendly and helpful. I would stay again.. 
5965,11331,City Avenue Hotel by HMG,Near the centre with parking space..,"The breakfast rather awful experience. The staff not professional. Available tables but not cleaned after other clients and we waited with our plates for more that 10 minutes while the staff was doing absolutely nothing. Other clients were cleaning the tables. The buffet was empty, again because the staff was not organized properly..",7.0,"Near the centre with parking space.. The breakfast rather awful experience. The staff not professional. Available tables but not cleaned after other clients and we waited with our plates for more that 10 minutes while the staff was doing absolutely nothing. Other clients were cleaning the tables. The buffet was empty, again because the staff was not organized properly.."
5966,11332,City Avenue Hotel by HMG,"Breakfast, clean room, feeling safe.","Parking is free. but when we arrived  the hotel we could not use it  .There was Only one space for parking ,but they didnt let saying that The car will be back.It was disturbing..",8.0,"Breakfast, clean room, feeling safe. Parking is free. but when we arrived  the hotel we could not use it  .There was Only one space for parking ,but they didnt let saying that The car will be back.It was disturbing.."
5967,11333,City Avenue Hotel by HMG,"Modern, clean, close to the centre..",The staff could have been a bit more polite. The shower cabin needs repairs..,8.0,"Modern, clean, close to the centre.. The staff could have been a bit more polite. The shower cabin needs repairs.."
5968,11334,City Avenue Hotel by HMG,,.Disliked  · There was a huge butterfly on the ceiling.,9.0, .Disliked  · There was a huge butterfly on the ceiling.
5969,11335,City Avenue Hotel by HMG,"Hotel was very clean. Staff were very polite. Room was very spacious, with really comfortable beds. Breakfast was good. Overall it was very good value for money! We will definitely go back!!.",Nothing.,8.0,"Hotel was very clean. Staff were very polite. Room was very spacious, with really comfortable beds. Breakfast was good. Overall it was very good value for money! We will definitely go back!!. Nothing."
5970,11336,City Avenue Hotel by HMG,"Large rooms, new bathrooms.",It really Does smell like cigarettes in the non smoking rooms.,7.0,"Large rooms, new bathrooms. It really Does smell like cigarettes in the non smoking rooms."
5971,11337,City Avenue Hotel by HMG,It’s good. Staff were polite and helpful.,,7.0,It’s good. Staff were polite and helpful. 
5972,11338,City Avenue Hotel by HMG,Great Hotel! Excellent and friendly staff!.The location is good and convenient as well..,,9.0,Great Hotel! Excellent and friendly staff!.The location is good and convenient as well.. 
5973,11339,City Avenue Hotel by HMG,The staff are very polite and kind..The parking is convenient..The wifi is good.,"The breakfast is ok, but can definitely get better products.",9.0,"The staff are very polite and kind..The parking is convenient..The wifi is good. The breakfast is ok, but can definitely get better products."
5974,11340,City Avenue Hotel by HMG,"Very nice hotel located close to the historical center of the city (if you want to skip the walking though it’s better to take the subway : the station is next to the hotel and it’s only one station to Serdika). The room was large and comfortable and we really appreciated the free parking right in front of the hotel. The staff was very kind and helpful, they prepared us a takeaway breakfast because we had to leave the hotel very early in the morning..",,9.0,"Very nice hotel located close to the historical center of the city (if you want to skip the walking though it’s better to take the subway : the station is next to the hotel and it’s only one station to Serdika). The room was large and comfortable and we really appreciated the free parking right in front of the hotel. The staff was very kind and helpful, they prepared us a takeaway breakfast because we had to leave the hotel very early in the morning.. "
5975,11341,City Avenue Hotel by HMG,Quality room 1 stop from the main shopping area. Breakfast was free and excellent..,"When taking a shower, the whole bathroom floor would get wet since there was no curtain and no proper way for the water to flow out..",9.0,"Quality room 1 stop from the main shopping area. Breakfast was free and excellent.. When taking a shower, the whole bathroom floor would get wet since there was no curtain and no proper way for the water to flow out.."
5976,11342,City Avenue Hotel by HMG,"Location, cleanliness, wifi connection, most of staff, breakfast and facilities.",The first two staff we met seemed not happy to greet us.,8.0,"Location, cleanliness, wifi connection, most of staff, breakfast and facilities. The first two staff we met seemed not happy to greet us."
5977,11343,City Avenue Hotel by HMG,It was clean and very comfortable.   Super nice hotel and included a good breakfast.,We had to make our beds with the duvet cover.   Just unusual for us.,9.0,It was clean and very comfortable.   Super nice hotel and included a good breakfast. We had to make our beds with the duvet cover.   Just unusual for us.
5978,11344,City Avenue Hotel by HMG,Nice location and everybody was very nice..,Too much noise done by the planes. Also breackfast is poor..,7.0,Nice location and everybody was very nice.. Too much noise done by the planes. Also breackfast is poor..
5979,11345,City Avenue Hotel by HMG,"We got a free update of our suite for a lux, all the staff was super nice and helpful..",,9.0,"We got a free update of our suite for a lux, all the staff was super nice and helpful.. "
5980,11346,City Avenue Hotel by HMG,Excellent value for money.,,9.0,Excellent value for money. 
5981,11347,City Avenue Hotel by HMG,"Good size clean room, Close to city center, free parking in front, good breakfast with enough options..",,9.0,"Good size clean room, Close to city center, free parking in front, good breakfast with enough options.. "
5982,11348,City Avenue Hotel by HMG,"Convenient parking in front of the reception, free..Spacious room..Excellent value for money..","The shower cabin had a curtain, not glass..Uncomfortable mattress and pillows..",7.0,"Convenient parking in front of the reception, free..Spacious room..Excellent value for money.. The shower cabin had a curtain, not glass..Uncomfortable mattress and pillows.."
5983,11349,City Avenue Hotel by HMG,"clean room, near to the center, solid breakfast.",the shower was defective and sprayed on all sides ... should be replaced immediately with a new one.,8.0,"clean room, near to the center, solid breakfast. the shower was defective and sprayed on all sides ... should be replaced immediately with a new one."
5984,11350,City Avenue Hotel by HMG,"Big room, breakfast very good, 1 km from center of Sofia, very good.",,8.0,"Big room, breakfast very good, 1 km from center of Sofia, very good. "
5985,11351,City Avenue Hotel by HMG,The price.,"The air conditioning is not working. Small parking, only about 10 numbers..",7.0,"The price. The air conditioning is not working. Small parking, only about 10 numbers.."
5986,11352,City Avenue Hotel by HMG,"The room was very large, nice little bar downstairs for a drink, breakfast was good..","We asked for a double bed, but got two single sheets on a king bed.  If you are couple most want to sleep together.  A small detail, but important to us.  But we would stay again..",9.0,"The room was very large, nice little bar downstairs for a drink, breakfast was good.. We asked for a double bed, but got two single sheets on a king bed.  If you are couple most want to sleep together.  A small detail, but important to us.  But we would stay again.."
5987,11353,City Avenue Hotel by HMG,Personel were really kind and helpful. Wish the bar personel would be more smiley. There might be a faster bread frier for the breakfast. Overall  It is worth the price..,"There was a used shampoo box in the bath which is in the shower corner. And the water bottles in the minibar were opened, most probably someone drank and filled with tab water..",8.0,"Personel were really kind and helpful. Wish the bar personel would be more smiley. There might be a faster bread frier for the breakfast. Overall  It is worth the price.. There was a used shampoo box in the bath which is in the shower corner. And the water bottles in the minibar were opened, most probably someone drank and filled with tab water.."
5988,11354,City Avenue Hotel by HMG,Large rooms.Clean.The breakfast was good .The personal was friendly .Good value for money.Good location (apox. 20 min walk to the city center).,"The remote for the air conditioner was missing.The parking is small, so you risk not to find a place to park if you come late....",8.0,"Large rooms.Clean.The breakfast was good .The personal was friendly .Good value for money.Good location (apox. 20 min walk to the city center). The remote for the air conditioner was missing.The parking is small, so you risk not to find a place to park if you come late...."
5989,11355,City Avenue Hotel by HMG,"The location was great and the room was nice and clean, the staff was really polite ..",The air conditioning and the bedside lamps were not working..,7.0,"The location was great and the room was nice and clean, the staff was really polite .. The air conditioning and the bedside lamps were not working.."
5990,11356,City Avenue Hotel by HMG,"I liked the spacious and clean room, the friendly staff and breakfast was sufficient..",The mattress of the bed was too soft for me..,9.0,"I liked the spacious and clean room, the friendly staff and breakfast was sufficient.. The mattress of the bed was too soft for me.."
5991,11357,City Avenue Hotel by HMG,Friendly staff and a good breakfast.,"No provision of a hairdryer. Distance to walk to centre, but Metro very close for that and access to airport..",8.0,"Friendly staff and a good breakfast. No provision of a hairdryer. Distance to walk to centre, but Metro very close for that and access to airport.."
5992,11358,City Avenue Hotel by HMG,Good value for the money. It is a good option for staying a few days in Sofia. Good breakfast and good amenities. I have read the bed is not good but I found it ok..,,8.0,Good value for the money. It is a good option for staying a few days in Sofia. Good breakfast and good amenities. I have read the bed is not good but I found it ok.. 
5993,11359,City Avenue Hotel by HMG,Generally good value for money. Location next to the metro and not far from the city center. Late check-out  is a plus..,"A particularly annoying problem was smell in the room. As if someone had been smoking there for 10 years. .On Saturday around 6am there was sound, as someone diligently used vacuum cleaner. Not the best time for that!.",7.0,"Generally good value for money. Location next to the metro and not far from the city center. Late check-out  is a plus.. A particularly annoying problem was smell in the room. As if someone had been smoking there for 10 years. .On Saturday around 6am there was sound, as someone diligently used vacuum cleaner. Not the best time for that!."
5994,11360,City Avenue Hotel by HMG,Breakfast was very tasty. Great variety of fresh juices. The room was big. Toiletries were very good.,"The double bed looked huge, but un fact was made of 2 beds. Therefore separate mattresses which were sliding in all directions. The hotel can add an anti-slip system on them. The mattresses we way too soft. Not very comfortable. .The big problem was at the check out. When paying with a credit card the staff asked us for the card to write in the system credit card number and expiration date. I told him that this is not normal. He said is for the system and that Booking is asking for these details. Never heard about this. At some point the staff told me the details are necessary for the invoice and in the end when he gave me the invoice.... there were no credit card details on it. This practice is not in line with GDPR requirements..",7.0,"Breakfast was very tasty. Great variety of fresh juices. The room was big. Toiletries were very good. The double bed looked huge, but un fact was made of 2 beds. Therefore separate mattresses which were sliding in all directions. The hotel can add an anti-slip system on them. The mattresses we way too soft. Not very comfortable. .The big problem was at the check out. When paying with a credit card the staff asked us for the card to write in the system credit card number and expiration date. I told him that this is not normal. He said is for the system and that Booking is asking for these details. Never heard about this. At some point the staff told me the details are necessary for the invoice and in the end when he gave me the invoice.... there were no credit card details on it. This practice is not in line with GDPR requirements.."
5995,11361,City Avenue Hotel by HMG,"Great staff, clean room, nice breakfast, close to metro station.",,8.0,"Great staff, clean room, nice breakfast, close to metro station. "
5996,11362,City Avenue Hotel by HMG,"clean and big room, comfortable bed, helpful staff, close to center..","noisy from street, poor breakfast,.",9.0,"clean and big room, comfortable bed, helpful staff, close to center.. noisy from street, poor breakfast,."
5997,11363,City Avenue Hotel by HMG,Good location..,"Parking is a misery. Some fresh bread or rolls could make the breakfast really good, but I didn't really liked the fact that they offer only pre-baked bread..",8.0,"Good location.. Parking is a misery. Some fresh bread or rolls could make the breakfast really good, but I didn't really liked the fact that they offer only pre-baked bread.."
5998,11364,City Avenue Hotel by HMG,"Godd location, a metro station is just a two-minute walk, but Vitosha street itself is not far away even on foot, 15 minutes on foot or one stop by the underground..","Although they say on-site parking is possible, it seems to be a serious problem at the hotel, because their parking lot is very small, they have space for just 10-15 cars, in addition, some of these few places are used by the staff. If you arrive late, you may need to leave the car key at the reception..",8.0,"Godd location, a metro station is just a two-minute walk, but Vitosha street itself is not far away even on foot, 15 minutes on foot or one stop by the underground.. Although they say on-site parking is possible, it seems to be a serious problem at the hotel, because their parking lot is very small, they have space for just 10-15 cars, in addition, some of these few places are used by the staff. If you arrive late, you may need to leave the car key at the reception.."
5999,11365,City Avenue Hotel by HMG,Location is good.  Room is spacious and quiet.  Staff is good overall.  Breakfast is plentiful and has a good variety..,Air conditioning is difficult to operate and made the stay a bit uncomfortable.  Sink and shower get water all over and the floor is always wet..,7.0,Location is good.  Room is spacious and quiet.  Staff is good overall.  Breakfast is plentiful and has a good variety.. Air conditioning is difficult to operate and made the stay a bit uncomfortable.  Sink and shower get water all over and the floor is always wet..
6000,11366,City Avenue Hotel by HMG,"Good location, 1 km away from the center. Close to a metro station that takes you directly to the center (only one station away) or to the airport (around 20-25 minutes) - ticket price is 0,80€. Staff was kind and helpful. The deluxe room is big and with a nice terrace. Located in a very quiet road, a few meters from a main avenue to the center..",Only cleanness can be improved: the feet towel had a moisture smell and there was some lint in a couple of places..,8.0,"Good location, 1 km away from the center. Close to a metro station that takes you directly to the center (only one station away) or to the airport (around 20-25 minutes) - ticket price is 0,80€. Staff was kind and helpful. The deluxe room is big and with a nice terrace. Located in a very quiet road, a few meters from a main avenue to the center.. Only cleanness can be improved: the feet towel had a moisture smell and there was some lint in a couple of places.."
6001,11367,City Avenue Hotel by HMG,"Standard breakfast there, but sufficient.  Walking distance from center. Good nice employees!.",Actually no disappointments to be mentioned..,8.0,"Standard breakfast there, but sufficient.  Walking distance from center. Good nice employees!. Actually no disappointments to be mentioned.."
6002,11368,City Avenue Hotel by HMG,"Nice staff,good location,near Sofia Mall and Metro Station,10 min to center,big room!.","Breakfast was simple,not too much to chose,the same every day!If you stay more than 2 nights you will skip breakfast!The carpet from the room floor should be changed and the towels smell bad!.",7.0,"Nice staff,good location,near Sofia Mall and Metro Station,10 min to center,big room!. Breakfast was simple,not too much to chose,the same every day!If you stay more than 2 nights you will skip breakfast!The carpet from the room floor should be changed and the towels smell bad!."
6003,11369,City Avenue Hotel by HMG,,.Disliked  · Breakfast starts at 8 on Sunday. We needed to go to the airport a bit sooner so at check-in we requested a coffee and some bread or a biscuit because breakfast was included but we were told that this was not possible. Very bad!.,7.0, .Disliked  · Breakfast starts at 8 on Sunday. We needed to go to the airport a bit sooner so at check-in we requested a coffee and some bread or a biscuit because breakfast was included but we were told that this was not possible. Very bad!.
6004,11370,City Avenue Hotel by HMG,"It's near to the metro station, thus quite good connected to the whole city and near enough to walk to the center. I think it is worth for the money..",,8.0,"It's near to the metro station, thus quite good connected to the whole city and near enough to walk to the center. I think it is worth for the money.. "
6005,11371,City Avenue Hotel by HMG,The service in the reception was very good all the staff was helpful and kind. The room was big and clean. Great location very close to the airport and city centre..,,9.0,The service in the reception was very good all the staff was helpful and kind. The room was big and clean. Great location very close to the airport and city centre.. 
6006,11372,City Avenue Hotel by HMG,Central Location. Free parking..,,8.0,Central Location. Free parking.. 
6007,11373,City Avenue Hotel by HMG,-Free parking.-friendly staff.-decent breakfast.-Good sized rooms.,- location is a little bit in the middle of nowhere... but easy to take a metro.,7.0,-Free parking.-friendly staff.-decent breakfast.-Good sized rooms. - location is a little bit in the middle of nowhere... but easy to take a metro.
6008,11374,City Avenue Hotel by HMG,"Food, size of room, staff.",,9.0,"Food, size of room, staff. "
6009,11375,City Avenue Hotel by HMG,Good location not in the center but pretty close..Free parking which was rare in Sofia..Good wifi..,Light inside the rooms could be better.,9.0,Good location not in the center but pretty close..Free parking which was rare in Sofia..Good wifi.. Light inside the rooms could be better.
6010,11376,City Avenue Hotel by HMG,Good location.Free parking .24 h bar.,,9.0,Good location.Free parking .24 h bar. 
6011,11377,City Avenue Hotel by HMG,"We had a trouble with electrical power in the beginning of our stay. But the staff did everything they could, gave us another room etc. Breakfast was tasty..",,9.0,"We had a trouble with electrical power in the beginning of our stay. But the staff did everything they could, gave us another room etc. Breakfast was tasty.. "
6012,11378,City Avenue Hotel by HMG,Everything was as described..,,9.0,Everything was as described.. 
6013,11379,City Avenue Hotel by HMG,"Very friendly staff, near the subway.",,9.0,"Very friendly staff, near the subway. "
6014,11380,City Avenue Hotel by HMG,Location and breakfast.,,8.0,Location and breakfast. 
6015,11381,City Avenue Hotel by HMG,"Good location, next to the metro, breakfast was good, good value for money.","The rooms decor is a bit old, carpets can be exchanged but for the price was ok..",7.0,"Good location, next to the metro, breakfast was good, good value for money. The rooms decor is a bit old, carpets can be exchanged but for the price was ok.."
6016,11382,City Avenue Hotel by HMG,Good breakfast.Clean hotel.Good wifi..,"Uncomfortable bed.Very bad soundproofing, I could hear the women coughing all night and for that reason, I could not sleep.(room 105).",7.0,"Good breakfast.Clean hotel.Good wifi.. Uncomfortable bed.Very bad soundproofing, I could hear the women coughing all night and for that reason, I could not sleep.(room 105)."
6017,11383,City Avenue Hotel by HMG,"The hotel is well located, close to a subway station, walking distance to city center too. The bed was comfortable fortable and bathroom was clean..",The réception service was very unpolite and slow. The breakfast should be improved. After shower there was water everywhere on the floor in the bathroom..,7.0,"The hotel is well located, close to a subway station, walking distance to city center too. The bed was comfortable fortable and bathroom was clean.. The réception service was very unpolite and slow. The breakfast should be improved. After shower there was water everywhere on the floor in the bathroom.."
6018,11384,City Avenue Hotel by HMG,"Location, comfort, free parking, wi-fi.",Staff was a little disorganized..,8.0,"Location, comfort, free parking, wi-fi. Staff was a little disorganized.."
6019,11385,City Avenue Hotel by HMG,There is a Parking area. Easy to find location. Wide and spacious room..,Small TV. The carpet in the room was wet..,8.0,There is a Parking area. Easy to find location. Wide and spacious room.. Small TV. The carpet in the room was wet..
6020,11386,City Avenue Hotel by HMG,"Hotel is placed in neighbourhood close to the main boulevard, easy to find, and fifteen minutes walk from the very city center. Room/suite is very spacy and comfortable, it's clean, quiet, everything is fine for the price..","One unexplained scene at the check-out. The girl at reception halted us, and we were waiting, while she was talking on the phone to someone (her manager I suppose)(maybe because we came at reception desk at 12:01 exactly and the room check out due time is 12:00) and then said everything is OK. Without any explanation or excuse that was quite stupid. We didnt like this at all, not to mention that her English speaking skills are bad..",7.0,"Hotel is placed in neighbourhood close to the main boulevard, easy to find, and fifteen minutes walk from the very city center. Room/suite is very spacy and comfortable, it's clean, quiet, everything is fine for the price.. One unexplained scene at the check-out. The girl at reception halted us, and we were waiting, while she was talking on the phone to someone (her manager I suppose)(maybe because we came at reception desk at 12:01 exactly and the room check out due time is 12:00) and then said everything is OK. Without any explanation or excuse that was quite stupid. We didnt like this at all, not to mention that her English speaking skills are bad.."
6021,11387,City Avenue Hotel by HMG,"We were lucky enough (as far as avaliability goes) so our requests were answered at 100%! Thank you so much! The room was huge, clean, with a city view! The shower was amazing! Free Parking right in front of the hotel (rare thing in Sofia). Very nice breakfast! Nice area, we parked the car at the check in and then just walked everywhere. The Mall is right across the street! After alot of research on hotels in Sofia i'd easily say that this is a great VFM hotel!.","The stuff's  enlgish was not that great but we mannaged to communicate about the basics with no problem. The TV lost all  the channeles after a while but to be honest we didn't mention it to the reception, it would probably be some minor cable issue, we didn't care so much so we just switched it off. One thing i'd definitely change was the bed mattress, which was clean but old and kinda curvy..",8.0,"We were lucky enough (as far as avaliability goes) so our requests were answered at 100%! Thank you so much! The room was huge, clean, with a city view! The shower was amazing! Free Parking right in front of the hotel (rare thing in Sofia). Very nice breakfast! Nice area, we parked the car at the check in and then just walked everywhere. The Mall is right across the street! After alot of research on hotels in Sofia i'd easily say that this is a great VFM hotel!. The stuff's  enlgish was not that great but we mannaged to communicate about the basics with no problem. The TV lost all  the channeles after a while but to be honest we didn't mention it to the reception, it would probably be some minor cable issue, we didn't care so much so we just switched it off. One thing i'd definitely change was the bed mattress, which was clean but old and kinda curvy.."
6022,11388,City Avenue Hotel by HMG,"Location is very close to metro station / 200-300m/ , shopping centre and etc . Staff is extremely polite and professional . Excellent breakfast buffet and service ..",Bathroom  - the shower cabinet was missing one part of the sliding glass ..... all around is getting wet and flooded . Also the douche holder is useless and danger . A several times the douche head fall and hit my son's head ..,9.0,"Location is very close to metro station / 200-300m/ , shopping centre and etc . Staff is extremely polite and professional . Excellent breakfast buffet and service .. Bathroom  - the shower cabinet was missing one part of the sliding glass ..... all around is getting wet and flooded . Also the douche holder is useless and danger . A several times the douche head fall and hit my son's head .."
6023,11389,City Avenue Hotel by HMG,"The breakfast is good, the location is exellent.",,7.0,"The breakfast is good, the location is exellent. "
6024,11390,City Avenue Hotel by HMG,"Location is very good - close to the center and metro station. Free parking. The room was spacious, quiet and clean. The kettle in the room  was quite useful. Varied hot buffet breakfast. Reliable wi-fi. The staff was very friendly and attentive, spoke fluent English..",Nothing worth mentioning..,9.0,"Location is very good - close to the center and metro station. Free parking. The room was spacious, quiet and clean. The kettle in the room  was quite useful. Varied hot buffet breakfast. Reliable wi-fi. The staff was very friendly and attentive, spoke fluent English.. Nothing worth mentioning.."
6025,11391,City Avenue Hotel by HMG,"good location, close to Opalchenska metro station. Delicious breakfast, nice staff.",,7.0,"good location, close to Opalchenska metro station. Delicious breakfast, nice staff. "
6026,11392,City Avenue Hotel by HMG,"Very clean, metro in the close vicinity, good breakfast. All in all, I would definitely recommend it, as gives a high value for money..","I was charged for using the minibar (which I did not use). There was no point in discussing / explaining it to the stuff, had to pay some 10 BGN (5 EUR). Not a lot of money, but why did not they simply charged the room a bit more, instead of lying, inventing non existent expenses and in turn spoiling a very decent experience overall..",9.0,"Very clean, metro in the close vicinity, good breakfast. All in all, I would definitely recommend it, as gives a high value for money.. I was charged for using the minibar (which I did not use). There was no point in discussing / explaining it to the stuff, had to pay some 10 BGN (5 EUR). Not a lot of money, but why did not they simply charged the room a bit more, instead of lying, inventing non existent expenses and in turn spoiling a very decent experience overall.."
6027,11393,City Avenue Hotel by HMG,"Very clean, Friendly staff, Location near the metro and sofia mall..",,8.0,"Very clean, Friendly staff, Location near the metro and sofia mall.. "
6028,11394,City Avenue Hotel by HMG,"Friendly a helpful staff, clean room (enough), good breakfast, minibar.","Location, view from window directly to garbage behind the hotel, quite scary streets near the hotel (and dark), quite noisy (main road nearby and also piano club).",7.0,"Friendly a helpful staff, clean room (enough), good breakfast, minibar. Location, view from window directly to garbage behind the hotel, quite scary streets near the hotel (and dark), quite noisy (main road nearby and also piano club)."
6029,11395,City Avenue Hotel by HMG,"The room was really big and it is close to the centre. They have free parking, rare thing around this area..","We left early in the morning, before breakfast time and we ask if we could have breakfast earlier cause we had to leave to the airport and they said no, so no breakfast even though it was included..",7.0,"The room was really big and it is close to the centre. They have free parking, rare thing around this area.. We left early in the morning, before breakfast time and we ask if we could have breakfast earlier cause we had to leave to the airport and they said no, so no breakfast even though it was included.."
