Hotel,Liked,Disliked,Score
Old Plovdiv House in Kapana Area,"From the very beginning, the most kind and cordial treatment from the woman who was at the front desk. Cozy and stylish as a setting. .Thank you, thank you.",,10.0
Old Plovdiv House in Kapana Area,,"It says there's a pargin, but that's not true, there's only two places we weren't informed about..Turns out we can't use the parking lot!",9.0
Old Plovdiv House in Kapana Area,"Clean, cosy, friendly and helpful staff,  top location 🙂",,10.0
Old Plovdiv House in Kapana Area,The woman at the reception was extremely efficient at checking and giving information. She was also very kind and hospitable.,,10.0
Old Plovdiv House in Kapana Area,"Everything was great, close to the center, at the same time calm, the staff is super, polite, room clean with all the amenities, just great!",,10.0
Old Plovdiv House in Kapana Area,"Great. Convenient location, friendly staff.I liked it. I liked it.I recommend it.",,9.0
Old Plovdiv House in Kapana Area,"The hotel is very well located in the Kapana area. The staff is very kind. The room was comfortable. We also enjoyed the sauna, steam room and gym very much. I recommend this hotel. Thank you!",,10.0
Old Plovdiv House in Kapana Area,"Hotel very well located in Plovdiv, very good for exploring the city..Staff was nice..Room a bit small but very well equipped..Sauna and hamman very appreciable. after a day of mopping!",Room a bit small,9.0
Old Plovdiv House in Kapana Area,- Perfect location in the center of Kapana.- Very kind and available staff .- Comfortable bedding .- Parking space available .Everything was very clean,Nothing. Everything was perfect.,10.0
Old Plovdiv House in Kapana Area,"Very nice, strategic place, close to everything. Helpful and very kind staff. I will gladly return.",,10.0
Old Plovdiv House in Kapana Area,"Very nice place in the centre of Plovdiv / in the Kapana! Excellent value for money. Multiple room amenities - small kitchenette, tea kettle, etc. I would definitely stay again and recommend the hotel!","It may be a little noisy in the evening because of the many bars and restaurants in the area. But it's not the hotel's fault, of course.",9.0
Old Plovdiv House in Kapana Area,Very cozy hotel. Purely. There is a gym and sauna. Grocery store nearby.,,10.0
Old Plovdiv House in Kapana Area,Very clean hotel and very nice all the comforts and very central I highly recommend it,,10.0
Old Plovdiv House in Kapana Area,"Very friendly staff. Centrally located, comfortably furnished room with kitchenette. Best value for money.",,10.0
Old Plovdiv House in Kapana Area,Lovely hotel clean”  good service.,NO,9.0
Old Plovdiv House in Kapana Area,Very central location,"Until 11 pm you could hear the adjacent restaurants, after that it was quiet",8.0
Old Plovdiv House in Kapana Area,Everything,no outside hangers in the room,10.0
Old Plovdiv House in Kapana Area,"A great location, a good location, clean, friendly staff, free sleep and after a long day of relaxing, the restaurant offers delicious food at a good price, the rooms have taken care of all the necessary amenities of the guests, we will certainly visit again!",,10.0
Old Plovdiv House in Kapana Area,The location. The proximity to the main street and the many pubs.,Lack of enough parking space.,9.0
Old Plovdiv House in Kapana Area,"Everything else - room amenities, cleanliness and service.",No parking is possible and breakfast is not included.,10.0
Old Plovdiv House in Kapana Area,"Beautiful location, 1 minute from the main shopping street and 5 minutes from the Old Town..The restaurant next to/at the hotel serves delicious food..The lady who put us up was very kind. .We'll do it again next time we visit Plovdiv.",,10.0
Old Plovdiv House in Kapana Area,"The location is great and the hotel is great. I recommend the massage room..The lady at the front desk was extremely nice, smiling and correct. Favourite place in Plovdiv",,10.0
Old Plovdiv House in Kapana Area,"Central location, walking distance to main attractions and establishments. There are two parking spaces at the hotel for those who have a car (need to be arranged in advance). The room had a kitchen with everything you need. The hotel staff is friendly and always greeted with a smile. Upon arrival, we were given a room with a dining table in the kitchen area. The room with a living room and a bedroom normally accommodates a family of 4 people.","Due to the restrictions adopted in the country, the SPA did not work. The wi-fi was intermittently interrupted in one of the rooms.",9.0
Old Plovdiv House in Kapana Area,"A great place to relax: good location, good interior and exterior design, clean and tidy, all very conducive and friendly, and the food in the restaurant very tasty and good prices. It is very good that there is a fitness centre and a spa at guests' disposal. I strongly recommend this place to anyone who decides to spend a few days in Plovdiv!",,10.0
Old Plovdiv House in Kapana Area,"Excellent location, quiet, calm, everything within walking distance, a great place to relax, there is also a sauna and steam room for complete relaxation",,10.0
Old Plovdiv House in Kapana Area,"It's a beautiful location. Clean, comfortable rooms. .Smiling and helpful staff. .The steam room was beautiful, and so was the gym.",The only thing that wasn't comfortable were the pillows.,10.0
Old Plovdiv House in Kapana Area,Everything!,There is no such thing!,10.0
Old Plovdiv House in Kapana Area,"Perfect location, close to the Old Town and shopping streets. A very professional and friendly welcome..Everything is perfect. The accommodation, very clean, large, well equipped. The ideal place to discover Plovdiv.",,10.0
Old Plovdiv House in Kapana Area,"Everything from the staff to absolutely all the amenities that may be needed, from cleanliness to quality of the duvet. Everything was just perfect!",,10.0
Old Plovdiv House in Kapana Area,"Location, attitude, feeling like I'm with friends, cleanliness.",,10.0
Old Plovdiv House in Kapana Area,"Friendly reception and excellent food in the restaurant, even at late hours..Good kitchen equipment, including A washing machine!.But mostly, we thank you for the conditions in the spa area!",Better soundproofing may be recommended from the external stairway to the rooms.,9.6
Old Plovdiv House in Kapana Area,It's a perfect place. Excellent location. Perfect service!,,10.0
Old Plovdiv House in Kapana Area,"Responsible and charming housewives, nice sheets, clean..Perfect location.",,10.0
Old Plovdiv House in Kapana Area,Right in the center of kapana district This hotel is perfect for a weekend. The hotel has parking. Great staff and very warm. I will return with pleasure.,,10.0
Old Plovdiv House in Kapana Area,"Clean, cozy in the center. Friendly and helpful hosts.",,10.0
Old Plovdiv House in Kapana Area,"Fabulous location, clean and spacious",,10.0
Old Plovdiv House in Kapana Area,"There was no breakfast at all. We liked everything, especially the location of the city centre. Clean, cooking facilities if you're a person for longer.And silk sheets were a super surprise.",,9.0
Old Plovdiv House in Kapana Area,All,There is no such thing.,10.0
Old Plovdiv House in Kapana Area,Perfect location! It was all right!,,9.0
Old Plovdiv House in Kapana Area,"The hotel does not have a lift, but the staff have done their best to make up for this. Very friendly welcome, very good soundproofing in the hotel location. It's a nice surprise to have an equipped kitchen area.",,9.0
Old Plovdiv House in Kapana Area,"A nice kitchen with a table, tea and biscuits.","It's a little noisy because of the street restaurants when you sleep in an open window. The first floor apartment is dark and even during the day, lights are required. The terrace is too small to be used. The shower cabin is not for tall people who like the space.",8.0
Old Plovdiv House in Kapana Area,"Excellent location, friendly staff, very clean and peaceful location!",,10.0
Old Plovdiv House in Kapana Area,"2-room apartment on the 3rd floor (no elevator) with two balconies, very nice, with small kitchen and washing machine..Ideal location at the foot of lively Kapana (restaurants and bars) without the noise being disturbing, and very close also to the old town..Gym, sauna and steam room in the basement small but functional, on demand - tested and approved!.Possibility to park in front of the hotel for 15 BGN / day.",No one at the reception in the morning but available by phone.,9.0
Old Plovdiv House in Kapana Area,"We were traveling especially for the festival, so the location was great. Windows with good soundproofing. We are particularly pleased with the possibility of early check-in. A very helpful staff.",The lack of a screen between the shower and the toilet.,10.0
Old Plovdiv House in Kapana Area,"A perfect location in the heart of Plovdiv. The attentive and friendly staff is eager to help their customers in every way. It was very clean, the room was spacious. The lack of a place to eat is not a disadvantage, but an advantage - there are many cute little restaurants and eateries around and the hotel does not smell cooked. Beautiful and comfortable place, I'll definitely go again.",There was nothing to complain about.,10.0
Old Plovdiv House in Kapana Area,"Very central hotel, with sauna and massage.",,10.0
Old Plovdiv House in Kapana Area,very good,none everything is very good,10.0
Old Plovdiv House in Kapana Area,"perfect purity, n. Good equipment in the kitchen corner including washing machine, satin sheets and pillowcases",-,9.0
Old Plovdiv House in Kapana Area,"The possibility of booking a parking space at the hotel: parking is a major problem in this area..Rooms with kitchenette to prepare a breakfast. .Air-conditioned rooms, good quality bedding.","None  A detail, like other hotels in Bulgaria there is no shower cabin, it is the room itself including WC etc... which is the shower area: thinking about protecting personal belongings from water and slippery floor after use.",9.0
Old Plovdiv House in Kapana Area,the geographical situation in Plovdiv of the lively streets was perfect,Nothing,9.0
Old Plovdiv House in Kapana Area,"Excellent location, very center. Clean, cozy, comfortable, friendly staff. I advise!",-,10.0
Old Plovdiv House in Kapana Area,"Very quiet hotel in the center of the old town. I'm staying here for the second time, it's very good that there is coffee and tea in the room, as well as bath accessories, and of course I'm glad that there is a sauna. The price for the room is very good. Thank you staff for your hard work!",,10.0
Old Plovdiv House in Kapana Area,The hotel is very good. Liked everything!,,10.0
Old Plovdiv House in Kapana Area,Downtown housing. You walk everywhere! Only two parking spaces. Clean and affordable!,,9.6
Old Plovdiv House in Kapana Area,"Everything, it's our favorite place in Plovdiv.",There is no such thing.,10.0
Old Plovdiv House in Kapana Area,"The staff are extremely smiling and helpful. Rooms and the SPA area are exclusively clean. The location is irreplaceable and the hotel restaurant has amazing cuisine. This is my favourite hotel in Plovdiv, I'm happy to visit it! Thank you all for your lovely staff.",,10.0
Old Plovdiv House in Kapana Area,"The location is perfect, the staff were very nice, the restaurant is very delicious and the food is....It was great.",The guest in front of me was smoking in the room.,9.0
Old Plovdiv House in Kapana Area,"In the heart of the city, past and present are entwined.",It's pretty busy at night.,8.0
Old Plovdiv House in Kapana Area,"Great location, very friendly welcome, comfortable beds, spacious bathroom",Everything was good,9.0
Old Plovdiv House in Kapana Area,"Location, calmness, cleanliness and the warm blood of the staff.",,10.0
Old Plovdiv House in Kapana Area,"The location is in the heart of the Capana, close to the Halls, to the clubs, to restaurants and cafés, just wonderful. The rooms were cosy, clean, had everything you needed to make a man feel comfortable.",,10.0
Old Plovdiv House in Kapana Area,"Warm, clean, maintained place. There are conditions for you to even cook..The staff is very smiley and polite..Thank you for your time.",,10.0
Old Plovdiv House in Kapana Area,"Spacious spaces, very good kitchen facilities, satin duvets, an excellent restaurant with good service and a good kitchen that works late!","The price of each unit (room/studio/apartment) explicitly includes the night/and + access to the spa (sauna and steam bath) and fitness. For one night, it is logical that customers should be allowed to benefit from these services on any day of check-in and/or check-out. In this case, the spa was perfectly operating on the day of check-in (excellent) until 21:00, And the next day, we were shocked that there was an unexpected breakdown in some pipes and the spa was closed. This did not sound convincing, as the sauna and steam room operate or operate on a different technological principle and therefore there is no way that if we assume that the steam room is connected to the problem with the pipes, the sauna will also be closed! This way customers feel evicted, lied and wronged!)",8.0
Old Plovdiv House in Kapana Area,"Very attentive staff, very helpful. Beds are comfortable. The gym and small spa area are very nice and clean. The scenery is great and the location is excellent.",The kitchen utensils weren't clean-- some glasses and a water-warming pot.,10.0
Old Plovdiv House in Kapana Area,"The rooms are very clean and well equipped. The staff is very nice and have a spa and fitness centre. The restaurant's food is very tasty and the hotel's location is right in the heart of the Kapana. A wonderful place to visit again, I'm sure!",,10.0
Old Plovdiv House in Kapana Area,"Location, cleanliness and attentive staff.",The couch is not a good place to sleep. The sheets are fake and they're skating.,8.0
Old Plovdiv House in Kapana Area,"It was really nice. The staff is great, everyone is really nice and friendly.I'm going to visit this hotel again.Thank you. Thank you.",Everything was superb. Next time I'll pick a room with a terrace because I'm a smoker.,10.0
Old Plovdiv House in Kapana Area,"A cosy and friendly place with a good location, friendly staff and delicious food!.I recommend it hot😘.Expect it again!",No elevator!,10.0
Old Plovdiv House in Kapana Area,"Nice, clean, comfortable.Perfect location and great staff.The sauna and steam room can be used at convenient late hours and are also very clean.I'll visit again.",,10.0
Old Plovdiv House in Kapana Area,"Very cosy, comfortable and clean, with a wonderful location in the very centre of Plovdiv. Very friendly and smiling staff. It's all in one hand. The hotel’s restaurant serves a wide variety of delicious local dishes. Add to that the wonderful impressions of the city, it was a unique experience!",,10.0
Old Plovdiv House in Kapana Area,"Spacious rooms, good kitchenette facilities and satin duvets..Very good sauna, good steam room with extended hours!","We were in a two-room apartment, but only one of them had air conditioning!",10.0
Old Plovdiv House in Kapana Area,All,,10.0
Old Plovdiv House in Kapana Area,"Great location, smiling and helpful staff, clean and spacious apartment.",The couch wasn't sleeping well and it was a little noisy at the bars across the street.,9.6
Old Plovdiv House in Kapana Area,"Perfect location in the heart of Kapana, 100 metres from the Main Street and Jumata.Clean and cosy, with friendly staff.I'm visiting Old Plovdiv for the second time and certainly not for the last time!",,10.0
Old Plovdiv House in Kapana Area,Everything.,Lack of parking and also lack of lift.,9.6
Old Plovdiv House in Kapana Area,"Great location in Kapana, beautiful and comfortable suite. I also had a back massage and was reborn! Coffee offered at all times. I did not use the spa. Parking in front of the hotel, charged 7€ / day (booked earlier). Comfortable bed. Everything is very close, Plodvid is beautiful and small within reach of everyone",All perfect,10.0
Old Plovdiv House in Kapana Area,,Very few channels on television,8.3
Old Plovdiv House in Kapana Area,The quality of the accommodation and the friendliness of the staff.,The lack of elevator for an apartment on the 4th floor,9.6
Old Plovdiv House in Kapana Area,"Top location in the old town. Easy to find, in a quiet street, especially the apartments facing the courtyard, the quiet is really good.","The ad said there was free parking - when a parking space was booked, I got a response that there were no spaces available. I had to park about a mile from the hotel on a paid car park that cost me an extra £20 for 24 hours.",9.6
Old Plovdiv House in Kapana Area,Friendly staff. Ready to help in all matters. Organization of parking on site in the shortest possible time. Everything is fine.,,9.2
Old Plovdiv House in Kapana Area,Friendly staff and great location,"For the price, breakfast could be included.",9.6
Old Plovdiv House in Kapana Area,"The approach and willingness of the staff, cleanliness, peace, place, everything was perfect.",Everything was great.,10.0
Old Plovdiv House in Kapana Area,Very centrally located in the nightlife district; Old town within 5 minutes walking distance; well-equipped kitchen for self-catering; Helpful staff,nothing,9.2
Old Plovdiv House in Kapana Area,The location of the hotel located practically next to Kapana pedestrian area. The kindness of the staff and the reserved parking on the street but in front of the reception.,,9.2
Old Plovdiv House in Kapana Area,"Very friendly staff, good breakfast in the room was enough.",,10.0
Old Plovdiv House in Kapana Area,The location is perfect. The room is clean and quiet. The bed is very comfortable. There is a small kitchen in the room. Staff very friendly and welcoming.,The room was small. The shower in a tiny bathroom was difficult to use..The hotel is in the center so parking is difficult.,9.6
Old Plovdiv House in Kapana Area,The bed comfortable,Everything was hot,10.0
Old Plovdiv House in Kapana Area,The location was absolutely perfect. Walk distance to everything. The staff was sweet and parking was top notch.,Room size. The two double rooms we had booked were very small.,7.9
Old Plovdiv House in Kapana Area,"Wonderful location, smiling hostel with a desire to help, large clean room with a good smell, comfortable bathroom, equipped kitchenette, quiet in a lively environment ... Limited parking by appointment only, highly recommended",There is a parking problem..but there is a parking lot within walking distance,10.0
Old Plovdiv House in Kapana Area,"Great location, very clean, large rooms",,9.6
Old Plovdiv House in Kapana Area,Very friendly staff. All the necessary items in the hotel room.,,9.6
Old Plovdiv House in Kapana Area,"Excellent welcome, spacious and clean accommodation.",,10.0
Old Plovdiv House in Kapana Area,"The location is excellent, all sights are within walking distance. Friendly staff. There is a refrigerator and all the necessary utensils and an electric stove for cooking. Promptly, right on the spot, the issue of car parking was resolved.","This room price, in my opinion, could include at least a continental breakfast.",9.2
Old Plovdiv House in Kapana Area,"Right in the Kapana, perfect location",,9.2
Old Plovdiv House in Kapana Area,The receptionist was very friendly and the room was comfortable.,"It was a fourth floor and there was no elevator. In the day to day it was not a problem but when it came to getting suitcases up and down it was expensive. The bathroom had no curtain or screen, no shower tray (pretty common thing in Bulgaria) and the whole bathroom got wet when you showered",9.6
Old Plovdiv House in Kapana Area,"Great location, service, cleanliness and amenities.","Breakfast is not available, and there is no place in the Kapana before 9:00 in the morning to get a croissant.And there is a restaurant with excellent cuisine on site and it would be good to organise for guests in the morning even with a pie, croissant and tea, coffee and fresh fruit.",9.2
Old Plovdiv House in Kapana Area,"Flexibility, friendliness.",There is no thing I did not like.,10.0
Old Plovdiv House in Kapana Area,"Excellent location, friendly and smiling staff, cleanliness and amenities.",,9.6
Old Plovdiv House in Kapana Area,"Everything else – extremely friendly, cooperative and attentive are the people who work there, ready to help you feel comfortable during your stay. We thank them from the heart..",The only thing I didn't like was the lack of a screen in the bathroom.,10.0
Old Plovdiv House in Kapana Area,"A comfortable, pleasant location with an ideal location. The staff was very kind and helpful.",,9.6
Old Plovdiv House in Kapana Area,Ideal location for those who wish to visit old Plovdiv. Attentive and available staff.,No breakfast planned on site,8.8
Old Plovdiv House in Kapana Area,The front desk clerk was very friendly. The bedroom was divided into living room and sleeping area. The area is great for bars and restaurants but you could not hear the street noise in the room.,There is no elevator (we stayed on the 5o floor).,9.2
Old Plovdiv House in Kapana Area,Central location and still quiet.,nothing,9.2
Old Plovdiv House in Kapana Area,"The location was perfect. At night, something is going on, but with the windows closed no problem. The staff was super nice and very helpful!!! Can only be recommended.",,9.2
Old Plovdiv House in Kapana Area,"Clean, cozy, good location.",No parking.,8.8
Old Plovdiv House in Kapana Area,Great location.Great restaurant and food. I recommend,,9.2
Old Plovdiv House in Kapana Area,"The warmth of the staff, the cleanliness and the satin sheets. 😀",Everything was great. 😀,10.0
Old Plovdiv House in Kapana Area,"The staff has been very helpful and kind..The location of the hotel is great..Clean and cozy with everything you need.","No lift (inconvenience on upper floor and with small children and lots of luggage)..The room was without a terrace although the Booking offer indicated that it has a terrace.",8.8
Old Plovdiv House in Kapana Area,"There are many interesting, in many ways, places to visit according to your tastes for which you don't even need a car, the city clean and well-kept with a nice breeze","accommodation in the old town due to age does not have a lift regardless of floors, fitness is good without health issues",9.6
Old Plovdiv House in Kapana Area,The location could not be better. The car park in front of the house is very helpful. The staff is extremely friendly and helpful.,We were completely satisfied with our stay - no negative comments!,10.0
Old Plovdiv House in Kapana Area,,"It's in a great place. An honorable and cosy hotel. All spa treatments are free. In the Kapana district, there are great beer halls...",10.0
Old Plovdiv House in Kapana Area,"Everything was perfect! Very friendly staff, nice and welcoming room; nothing was missing! There were extra blankets, shower slippers and free toiletries. a stove with sink and kitchen utensils. welcome snacks; an electric kettle and tea bags good quality hairdryer; Cleaning service more than excellent; Very comfortable bed; nice decor; excellent location in the center of plovdiv. I recommend it.",there is no elevator. For me it was not a problem anyway.,10.0
Old Plovdiv House in Kapana Area,,No parking spaces are available.,9.2
Old Plovdiv House in Kapana Area,"Location, personnel management, hygiene - all of this was on the level!",,10.0
Old Plovdiv House in Kapana Area,"The hygiene was on a very good level. It was a very clean and pleasant place, and the restaurant was very good. We'd love to stay again",,9.6
Old Plovdiv House in Kapana Area,The hotel is fully matched. We were impressed with room service! Thanks for your stay.,,10.0
Old Plovdiv House in Kapana Area,,The atmosphere (décor) could have been better.,7.9
Old Plovdiv House in Kapana Area,"And the sauna was good! And massage services, very professional.",,10.0
Old Plovdiv House in Kapana Area,Great location.,,10.0
Old Plovdiv House in Kapana Area,"Clean, peaceful, cosy, pleasant service. You slept in the price. Very nice service. The lack of parking spaces and the excessive parking in the Kapana area and the centre. I recommend it.","Great, thanks. We'll be back. We'll be back.",10.0
Old Plovdiv House in Kapana Area,"Great staff, nice and friendly. The hotel is centrally located in Kapana. Parking spaces are available in front of the hotel.","The shower cabin in the bathroom hasn't been cleaned, visibly contaminated in a long time.",7.0
Old Plovdiv House in Kapana Area,Excellent location.,"I booked a room 20 miles away, And I was housed in a small room, about 10 square meters, where two people are hard to get past. A big difference between the commercial and the real world.",4.0
Old Plovdiv House in Kapana Area,"Excellent location, friendly staff. Great bonus is free coffee.","For 15 leva per day (total £30). I asked to be allowed to leave my car at least until 13:00 on the day of departure, but was refused the argument that (perhaps) new guests are expected to arrive, which is not significant, since rooms are not occupied until 14:00. .So I was forced to look for a public parking nearby and pay for a new 2 hours of parking on the day of my departure. A small detail, but it's a bad impression of my stay.",7.0
Old Plovdiv House in Kapana Area,"A little space, but as much use as possible and clean. Friendly staff.","The location was great, but it was pretty loud.",7.0
Old Plovdiv House in Kapana Area,"The location in the center, not far from all the main sights. Everything is within easy walking distance. Bars, cafes, restaurants and shops are also in the immediate vicinity. ..The room is functionally furnished,  nothing special but sufficient for a short stay. ..The staff are very friendly and happy to help with tips for exploring the city. ..The only small drawback is the parking situation. If the 2 places the hotel provides are occupied, you can screech a few laps before you find something. But in return, you are just in the middle of the old town.....All in all, I can recommend the hotel because of the great location.",,7.0
Old Plovdiv House in Kapana Area,Great location,"Parking is to be booked in advance, which we learned the day before our arrival, so we had no available space and had to pay double the price offered by the hotel in a nearby car park..The mattress is worn out and not comfortable.",7.0
Old Plovdiv House in Kapana Area,"The shower in the bathroom is not working well. I didn't expect to be put in a room on the top floor like a ceiling. That was shocking and unpleasant. For that price, I'd stay in a better apartment.",,2.0
Old Plovdiv House in Kapana Area,"The room is small but cozy. There is a kettle, microwave and crockery.","Do not fall asleep early at night. Noisy. But this is understandable, the hotel around the hotel bars and cafes. For the youth, that's it. ;)))",6.0
Old Plovdiv House in Kapana Area,I loved the scenery. The hotel is very good.,The fans in the bathrooms are very noisy.,6.0
Old Plovdiv House in Kapana Area,,"Hello! I didn't like that the site said ""Breakfast is not included"" (you might think that breakfast is paid separately at the request of the client) In fact, it was necessary to write ""Restaurant is not working""!!!! This means that there is no breakfast and is not expected. Agree it's not the same",7.0
Old Plovdiv House in Kapana Area,The location is very good.,"The bathroom is too small. There's no panel or curtains in the shower, so it gets all wet. The bed sheets were small for a double bed, not fully covered. It wasn't very pleasant during the pandemic period.",6.0
Old Plovdiv House in Kapana Area,"Clean, very good location, helpful staff",I don't like small attic rooms with sloping ceilings when you book you don't know it's a ceiling.,5.0
Old Plovdiv House in Kapana Area,,No permanent reception. Difficult to get a second or third and only get a key.,7.0
Old Plovdiv House in Kapana Area,"Location, furniture","No parking, it's awfully loud, 2:00 a.m. on our door, they started banging drunk Irish people staying at the same hotel.",5.0
Old Plovdiv House in Kapana Area,Location. It is located in the centre of a very beautiful place.,"There was a noise of water somewhere, you're interrupting sleep. .The soul is spraying water everywhere, but not where it should.",5.0
Old Plovdiv House in Kapana Area,The hotel is close to the pedestrian zone and it is good,"Asked for payment in advance, weird after we saw the floor and no elevator we understood why.",5.0
Old Plovdiv House in Kapana Area,The location,"Bad attention from the staff, HORRIBLE BATHROOM, it has no elevator and they gave us the room on the fourth floor, е We won't be back gWe were only well taken care of the last day the owner was there.",5.8
Old Plovdiv House in Kapana Area,The location of the hotel is very convenient. Close to the old town and defacto in the promenade (pleasure until late at night) 2 very well-defended parking spaces in front of the house and a very nice lady to reception..The rest is well usable but not really a la hotel.,"In the absence of a lift, the sticks can be climbed up and down on foot. Well ok, the stairs and the staircase are very dark. Would urgently recommend motion detector or at least illuminated switches. Breakfast can be ordered to the room. Who likes to have breakfast at the coffee table? In the city there is only fast food in the morning. Pizza kebab and something sweet... Maybe 2-3 table erl in front of the hotel?",5.0
Old Plovdiv House in Kapana Area,Very pleasant staff.,"No parking, quite noisy, poorly soundproofed",7.5
Old Plovdiv House in Kapana Area,Very clean. Excellent location of the hotel. Very friendly staff,Few parking spaces. The design of the rooms is the style of the apartment of the 70s. View from the window on the roof with ventilation,6.7
Old Plovdiv House in Kapana Area,"Very conveniently located, clean","Rooms 8, parking spaces 2. Shower in the toilet, synthetic bed linen, very average design, which strongly betrays the cheapest furniture",7.1
Old Plovdiv House in Kapana Area,The location,"If you are traveling as an older guest, it is not easy to get your luggage delivered to the room.You should know that in advance..The price seems too high for the offer.",6.7
Old Plovdiv House in Kapana Area,The location is very central and guarantees parking (upon reservation) for those traveling by car.,"The apartment, located on the third floor (without elevator) is large but not very functional. It consists of a living room, bathroom and kitchen but all rooms are too small. The bathroom is small and uncomfortable. In fact, the shower has no shower tray and no curtain. The bed is uncomfortable.",6.7
Old Plovdiv House in Kapana Area,The location,"Very small room in fact all in a kitchen bed and bathroom shower toilet and sink at the same time, moreover imagine the breakfast delivered to the room so no free choice. In short worth the price of 40€",5.8
Old Plovdiv House in Kapana Area,"I liked everything, especially the staff! Surprisingly friendly and professional ladies at the reception - Aneta and Mariana, besides, they speak Russian perfectly! A big advantage for motorists is free parking in the very center of the city! In a word, I am sincerely grateful to the team of the Old Plovdiv House and recommend this place to all good people visiting Plovdiv for a variety of purposes!",-,10.0
Old Plovdiv House in Kapana Area,Everything was perfect from the team to the room -The Spa to relax is a great option Thank you for a great time,Nothing,10.0
Old Plovdiv House in Kapana Area,It's a good location. .Close to the centre and the pedestrian bridge..There's something to see.,There's no parking!,8.0
Old Plovdiv House in Kapana Area,"Very friendly and helpful receptionist.Nice menu at the restaurant, quick and smiling service.",It'd be better if there were more. Parking facilities are provided by the hotel.,9.0
Old Plovdiv House in Kapana Area,,I didn't have a balcony.,9.0
Old Plovdiv House in Kapana Area,The location is great. There are many pleasant eateries nearby.,,8.0
Old Plovdiv House in Kapana Area,The hostess was very friendly and helpful. The restaurant in the house is highly recommended. Breakfast is prepared in the restaurant and brought to the room,"A shower curtain wouldn't have been bad, but we showered in the sauna area anyway, so no problem.",10.0
Old Plovdiv House in Kapana Area,"Top location, parking opportunity, clean, warm, cosy! It's got a restaurant, a gym, a spa!",,10.0
Old Plovdiv House in Kapana Area,"The very easy reception, the location and the possibility to enjoy the sauna",A little noise in the street at night,10.0
Old Plovdiv House in Kapana Area,,That the hotel's so-called parking was actually paid for.,9.6
Old Plovdiv House in Kapana Area,,The price quoted in booking is higher. It turns out the actual rates on their own website of the Old Plovdiv Guest House are significantly lower!,7.1
SABORNA 25 GUEST HOUSE,"Our room (Boom Boom Room) was incredible, no words to describe how amazing it was, modern and pretty cool..The location  was perfect, close to everything, many shops and nice cafe/restaurant around..I wish it had more days there..",,10.0
SABORNA 25 GUEST HOUSE,Everything was just perfect.,anything.,10.0
SABORNA 25 GUEST HOUSE,Super cool place.,close to town centre and in the begging of the beautiful old town.,10.0
SABORNA 25 GUEST HOUSE,Everything!.,,9.0
SABORNA 25 GUEST HOUSE,"Sauna, View and the Mood.",,10.0
SABORNA 25 GUEST HOUSE,"Good location, clean room..",,10.0
SABORNA 25 GUEST HOUSE,"Wondeful place, great host. Stunning location. Will be back again !.",,10.0
SABORNA 25 GUEST HOUSE,"The house is right at the beginning of the Old Town and one min away from the Kapana area. .We stayed at the Bedroom room, which was so tastefully done. The beds were very comfy and perfect for our group of 3. Very romantic interior and great, spacious bathroom. Loved the booklet with the city recommendations they’ve left on the table. We followed a few of their dinner and breakfast recommendations and they were excellent. The hostess was so helpful too. She helped us to secure a parking space and found us a wonderful guide who gave us the best historical tour of Plovdiv. The A/C worked great considering the extremely high temperatures outside during our stay..",We loved everything about it..,10.0
SABORNA 25 GUEST HOUSE,"Very interesting and beautiful design. Very helpful and nice staff. Just next door to the old town, the shopping area and kapana, the party/social area for dinner and drinks. Our stay could not be any better!.",,10.0
SABORNA 25 GUEST HOUSE,Excellent accommodation and location.,,10.0
SABORNA 25 GUEST HOUSE,Really easy to go through the city of plovdiv and the communication was perfect.,,9.0
SABORNA 25 GUEST HOUSE,"Love the location and the property. IT is better than pictures. Once there, you feel that the owners did their best to offer a great accomodation. Very clean and right în the centre of Plovdiv..",,10.0
SABORNA 25 GUEST HOUSE,"Boom - boom super room... location, confortable roon- perfect..",,9.0
SABORNA 25 GUEST HOUSE,"It was clean, really well thought out in terms of what one needs during a hotel stay. The view from the room was lovely and the staff was very friendly..","The stay was lovely, it was a little bit loud because of the boulevard down below, but other than that everything was great!.",10.0
SABORNA 25 GUEST HOUSE,Excellent location and clean. Recommend..,,10.0
SABORNA 25 GUEST HOUSE,"Very cozy room and kind owner, thank you!.",,10.0
SABORNA 25 GUEST HOUSE,Perfect location and very nice accommodation. The owner welcomed us warmly and helped us with parking. We will come back..,,10.0
SABORNA 25 GUEST HOUSE,Great location! Interesting interior and excellent design solutions. The sauna and steam bath are a very nice addition..,The stairs are not suitable for large suitcases :).,9.0
SABORNA 25 GUEST HOUSE,Very nice location and style of the place.,,10.0
SABORNA 25 GUEST HOUSE,Great and original place to stay in a great city..,,10.0
SABORNA 25 GUEST HOUSE,"Friendly host, tasteful and cosy interior, top location. Looking forward to visit again!.",,10.0
SABORNA 25 GUEST HOUSE,"No better location in Plovdiv city.Very friendly owner.Every thing was clean and tidy, bed sheet and towels white and smelling awesome. .The bathroom is top notch .Recommend !!.",,10.0
SABORNA 25 GUEST HOUSE,"Location is just perfect. Walking distance from the main landmarks in Plovdiv, it's located in the very heart of the old town and still accessible by car. The host reserved a parking spot for us that was 20 meters away from the guesthouse..Not to mention that the private sauna and the steam room were a great addition to our stay with a magnificent view to old town and Kapana art quarter. Come!.",,10.0
