,Unnamed: 0,Unnamed: 0.1,Hotel,Liked,Disliked,Score,Combined comment
3130,4326,6614,Sol Marina Palace Hotel,"We received a free upgrade for the sea view room, which we really enjoyed. The view is wonderful. The food was diverse for all tastes. There are healthy options - fish, chicken, salads, 2 soups, but also pizza, and french fries - french fries / baked were indispensable. The waiters are very careful to take your plate off the table as soon as you have finished eating. We also liked that at dinner, there are themed evenings: Italian evening, Mexican evening, seafood evening and Bulgarian evening. In the Bulgarian evening we also had an artistic number, where we were also invited to dance. You can eat both in the restaurant and outside, on the terrace, where you can see the sea. Behind the hotel is a small, undeveloped beach, where you can sit on the sheet, with fine sand and smooth entry into the sea. There is also a beach with sunbeds, 10 minutes walk from the hotel, but we really liked the small beach. The rooftop pool is spectacular, as is the terrace, both day and evening. The view of the old town is wonderful. The distance from the old town is very short. There is also an amusement park very close to the hotel. We also liked the fact that the room was cleaned every day. The hotel also has a space where you can play billiards and foosball. You can park your car for free behind the hotel, on the street, if you are lucky enough to find a place available - they also have underground parking but it is occupied all the time or in a paid parking lot, 300 m from the hotel. Overall, our experience was very good and we would definitely return.","The light on the balcony cannot be controlled, it stays on all night, which is annoying if you do not draw the curtains. When you have a view of the sea, you don't want to draw the curtains, but you have to because of the light on the balcony because otherwise you can't sleep. The cocktails all taste the same and the alcohol doesn't feel at all. For dessert, there is not much variety. For the most part, I had the impression that the cakes tasted about the same.",10.0,"We received a free upgrade for the sea view room, which we really enjoyed. The view is wonderful. The food was diverse for all tastes. There are healthy options - fish, chicken, salads, 2 soups, but also pizza, and french fries - french fries / baked were indispensable. The waiters are very careful to take your plate off the table as soon as you have finished eating. We also liked that at dinner, there are themed evenings: Italian evening, Mexican evening, seafood evening and Bulgarian evening. In the Bulgarian evening we also had an artistic number, where we were also invited to dance. You can eat both in the restaurant and outside, on the terrace, where you can see the sea. Behind the hotel is a small, undeveloped beach, where you can sit on the sheet, with fine sand and smooth entry into the sea. There is also a beach with sunbeds, 10 minutes walk from the hotel, but we really liked the small beach. The rooftop pool is spectacular, as is the terrace, both day and evening. The view of the old town is wonderful. The distance from the old town is very short. There is also an amusement park very close to the hotel. We also liked the fact that the room was cleaned every day. The hotel also has a space where you can play billiards and foosball. You can park your car for free behind the hotel, on the street, if you are lucky enough to find a place available - they also have underground parking but it is occupied all the time or in a paid parking lot, 300 m from the hotel. Overall, our experience was very good and we would definitely return. The light on the balcony cannot be controlled, it stays on all night, which is annoying if you do not draw the curtains. When you have a view of the sea, you don't want to draw the curtains, but you have to because of the light on the balcony because otherwise you can't sleep. The cocktails all taste the same and the alcohol doesn't feel at all. For dessert, there is not much variety. For the most part, I had the impression that the cakes tasted about the same."
3131,4327,6615,Sol Marina Palace Hotel,The location. Rooms are spacious.,The equipment is old. The noise. Poor quality breakfast,4.0,The location. Rooms are spacious. The equipment is old. The noise. Poor quality breakfast
3132,4328,6616,Sol Marina Palace Hotel,Friendly and helpful staff. It is cleaned daily. The view is ok (even if not everything is directly overlooking the sea). The best part - it is very close to the old town and also close to a very small beach. It is wonderful the view from the roof where there is a small pool and a few sunbeds.,"Breakfast was rich and varied. However, being listed as a 4 star hotel, I clearly had other expectations, that is, with more varied and richer dishes. Although the room was clean, it didn't have much to offer. Empty refrigerator, just two forgotten envelopes, no slippers and other facilities at a hotel that respects the number of stars. Although I say that the parking lot is limited, there is still a parking lot with a maximum of 15 spaces in the basement, which means that it does not always have spaces ....",6.0,"Friendly and helpful staff. It is cleaned daily. The view is ok (even if not everything is directly overlooking the sea). The best part - it is very close to the old town and also close to a very small beach. It is wonderful the view from the roof where there is a small pool and a few sunbeds. Breakfast was rich and varied. However, being listed as a 4 star hotel, I clearly had other expectations, that is, with more varied and richer dishes. Although the room was clean, it didn't have much to offer. Empty refrigerator, just two forgotten envelopes, no slippers and other facilities at a hotel that respects the number of stars. Although I say that the parking lot is limited, there is still a parking lot with a maximum of 15 spaces in the basement, which means that it does not always have spaces ...."
3133,4329,6617,Sol Marina Palace Hotel,Location,Breakfast-in-the-morning-wash beach jeans,4.0,Location Breakfast-in-the-morning-wash beach jeans
3134,4330,6618,Sol Marina Palace Hotel,"I loved the renovation of the Marina Bar where I worked as a bartender in 2016. It's a much more welcoming environment. Also, one of the receptionist was very cooperative by checking for me what bus tickets I could get when I had to leave Nessebar.",,10.0,"I loved the renovation of the Marina Bar where I worked as a bartender in 2016. It's a much more welcoming environment. Also, one of the receptionist was very cooperative by checking for me what bus tickets I could get when I had to leave Nessebar. "
3135,4331,6619,Sol Marina Palace Hotel,I liked everything. I would repeat this holiday in this hotel.,,10.0,I liked everything. I would repeat this holiday in this hotel. 
3136,4332,6620,Sol Marina Palace Hotel,Excellent,It wasn't like that,10.0,Excellent It wasn't like that
3137,4333,6621,Sol Marina Palace Hotel,It was an advantage to be close to places to visit.,Soap and sampoints are dispensaries. Public spaces are failing in cleaning. Four stars is a lot. The real disappointment in your pictures,5.0,It was an advantage to be close to places to visit. Soap and sampoints are dispensaries. Public spaces are failing in cleaning. Four stars is a lot. The real disappointment in your pictures
3138,4334,6622,Sol Marina Palace Hotel,"The hotel is ideally located 5-10 minutes from the South Beach and 10 minutes from the Old Town. Great panoramic lift, top-floor bar with views of the Old Town, Sunny Beach, St. Peter's. Vlas and the Elks. Pool on the top floor. Our room was wide with a full sea view. The area around the hotel is very peaceful. There is a park and a very small unguarded beach..Breakfast is rich. For breakfast, the buffet is prepared one day with pancakes and the next with omelettes (which we did during the stay), and for lunch and dinner there is a barbecue, something meat and vegetables on the plate. The bartenders at the Sky Bar.","The buffet is offering too many half-baked goods for my taste and eating insights, which doesn't mean that anyone else wouldn't like it. The staff at the restaurant do not speak Bulgarian and I still find it strange that in Bulgaria I should speak English, for example.",9.0,"The hotel is ideally located 5-10 minutes from the South Beach and 10 minutes from the Old Town. Great panoramic lift, top-floor bar with views of the Old Town, Sunny Beach, St. Peter's. Vlas and the Elks. Pool on the top floor. Our room was wide with a full sea view. The area around the hotel is very peaceful. There is a park and a very small unguarded beach..Breakfast is rich. For breakfast, the buffet is prepared one day with pancakes and the next with omelettes (which we did during the stay), and for lunch and dinner there is a barbecue, something meat and vegetables on the plate. The bartenders at the Sky Bar. The buffet is offering too many half-baked goods for my taste and eating insights, which doesn't mean that anyone else wouldn't like it. The staff at the restaurant do not speak Bulgarian and I still find it strange that in Bulgaria I should speak English, for example."
3139,4335,6623,Sol Marina Palace Hotel,"The superlative! Extremely friendly staff, accessible bars with excellent drinks, tasty and varied food, beachfront location, rooftop pool and bar are fantastic! I will definitely return to this place because the location by the sea and close to the old center allows you to have a pleasant time. The rooftop pool makes you feel like in the big star hotels of the world.",The fact that the beaches do not have showers or at least water sources to get rid of the sand left on you!,10.0,"The superlative! Extremely friendly staff, accessible bars with excellent drinks, tasty and varied food, beachfront location, rooftop pool and bar are fantastic! I will definitely return to this place because the location by the sea and close to the old center allows you to have a pleasant time. The rooftop pool makes you feel like in the big star hotels of the world. The fact that the beaches do not have showers or at least water sources to get rid of the sand left on you!"
3140,4336,6624,Sol Marina Palace Hotel,Varied and tasty food.,,9.0,Varied and tasty food. 
3141,4337,6625,Sol Marina Palace Hotel,"Breakfast and dinner were good, lunch was not good, we were out for lunch. The staff is immediately coming to help you with your problem of concern and charity.","They don't know how to make cocktails at the bar. We wanted a mojito. Something else came up. We have to train the guys on this, the beach is in the pictures, but you have to walk a lot to get into the sea, and it's extra-charge.",9.0,"Breakfast and dinner were good, lunch was not good, we were out for lunch. The staff is immediately coming to help you with your problem of concern and charity. They don't know how to make cocktails at the bar. We wanted a mojito. Something else came up. We have to train the guys on this, the beach is in the pictures, but you have to walk a lot to get into the sea, and it's extra-charge."
3142,4338,6626,Sol Marina Palace Hotel,The location is excellent. Very clean. A variety of rich cuisine.,,10.0,The location is excellent. Very clean. A variety of rich cuisine. 
3143,4339,6627,Sol Marina Palace Hotel,Very cool hotel. The best in Nessebar!!!!,,10.0,Very cool hotel. The best in Nessebar!!!! 
3144,4340,6628,Sol Marina Palace Hotel,,Recommendations to the BWA Manager not to smoke in the elevator,10.0, Recommendations to the BWA Manager not to smoke in the elevator
3145,4341,6629,Sol Marina Palace Hotel,The staff was very friendly. The food was varied and delicious. Measures for coronavir shall be complied with. It's close to the beach and the view is amazing. The room was cleaned every day and then it smelled very nice. We're happy. We'd go again.,Sometimes we waited too long for an elevator.,9.0,The staff was very friendly. The food was varied and delicious. Measures for coronavir shall be complied with. It's close to the beach and the view is amazing. The room was cleaned every day and then it smelled very nice. We're happy. We'd go again. Sometimes we waited too long for an elevator.
3146,4342,6630,Sol Marina Palace Hotel,"Clean and large rooms. Polite staff. When we left, we forgot the wand in the room, and the maid returned it to us a few hours without any problems. Food for all tastes.",,9.0,"Clean and large rooms. Polite staff. When we left, we forgot the wand in the room, and the maid returned it to us a few hours without any problems. Food for all tastes. "
3147,4343,6631,Sol Marina Palace Hotel,Location close to Old Nesebar.,"The access to the small beach behind the hotel is quite difficult, over some rocks (in the morning of the day we left they quickly arranged a kind of wooden bridge .....) The food is a little diversified.",9.0,"Location close to Old Nesebar. The access to the small beach behind the hotel is quite difficult, over some rocks (in the morning of the day we left they quickly arranged a kind of wooden bridge .....) The food is a little diversified."
3148,4344,6632,Sol Marina Palace Hotel,"The view of the sea and the old town. Hotel interior: airy, modern, like a cruise ship. Infinity pool on the top floor.","Access to the nearby beach is difficult, you have to walk on boulders and if there are waves, the beach becomes impassable. I stayed 4 nights and the bedding was not changed at all. 4 * breakfast, the rest ...",7.0,"The view of the sea and the old town. Hotel interior: airy, modern, like a cruise ship. Infinity pool on the top floor. Access to the nearby beach is difficult, you have to walk on boulders and if there are waves, the beach becomes impassable. I stayed 4 nights and the bedding was not changed at all. 4 * breakfast, the rest ..."
3149,4345,6633,Sol Marina Palace Hotel,"Location, view, room size",,8.0,"Location, view, room size "
3150,4346,6634,Sol Marina Palace Hotel,What we liked - the pretty good food - the proximity to the old town,"We didn't like it - the side view of the sea is actually a 10 degree angle where you can see the sea, if you don't have trees near the balcony - the pool above is very small and not very clean - the staff not at all friendly",6.0,"What we liked - the pretty good food - the proximity to the old town We didn't like it - the side view of the sea is actually a 10 degree angle where you can see the sea, if you don't have trees near the balcony - the pool above is very small and not very clean - the staff not at all friendly"
3151,4347,6635,Sol Marina Palace Hotel,,"No qualified personnel. Not all of them, but you can see it right away. There's no beef and lamb in the kitchen.",4.0," No qualified personnel. Not all of them, but you can see it right away. There's no beef and lamb in the kitchen."
3152,4348,6636,Sol Marina Palace Hotel,location,"Staff, parking spaces unavailable, tasteless food.",2.0,"location Staff, parking spaces unavailable, tasteless food."
3153,4349,6637,Sol Marina Palace Hotel,"The staff's attitude was great (with a small exception at reception), congratulations to the maids, the chefs, the bartenders and the support staff!.The hotel is generally very nice, surrounded by greenery, close to the old town and a short walk to the beach! We'd love to come back!","When booking, we were informed that there are limited parking spaces and if there are no spaces available when we arrive, there is a public parking available at an additional cost. Turns out there's about five parking spaces that are taken ""on a lucky day"" and then protected if anyone gets out and there's no way to know if there's any available parking. For guests who can accept the hotel, the problem of parking spaces must be addressed.",10.0,"The staff's attitude was great (with a small exception at reception), congratulations to the maids, the chefs, the bartenders and the support staff!.The hotel is generally very nice, surrounded by greenery, close to the old town and a short walk to the beach! We'd love to come back! When booking, we were informed that there are limited parking spaces and if there are no spaces available when we arrive, there is a public parking available at an additional cost. Turns out there's about five parking spaces that are taken ""on a lucky day"" and then protected if anyone gets out and there's no way to know if there's any available parking. For guests who can accept the hotel, the problem of parking spaces must be addressed."
3154,4350,6638,Sol Marina Palace Hotel,It was a good view. The room was spacious.,Soap and shampoo containers are hard to use. The furniture was a little bit bit bit chewed up and there were floorboards shaking.,6.0,It was a good view. The room was spacious. Soap and shampoo containers are hard to use. The furniture was a little bit bit bit chewed up and there were floorboards shaking.
3155,4351,6794,Private Apartment - Sunny House,"The photos and description on the site are completely true. Convenient location: close to the sea (5 minutes walk), near a bistro and a shop. Fenced parking next to the guest house. In front of the main entrance there is a seasonal outdoor pool (depth about 1.5), a lot of sun loungers, a bar. Spacious and comfortable apartments. Very clean!!! The bedroom and living room are separate, each has its own exit to the courtyard, where the gazebo is located. The rooms have large windows with thick vertical blinds that block out light. The bedroom has a large and comfortable double bed. Clean bed linen and towels. Air conditioner. Flat screen TV, wardrobe, bedside tables, mirror. Living room with kitchenette. Sofa, table, chairs, large flat-screen TV (there are channels in Russian), air conditioning. The sofa unfolds into a very large bed, there are mattresses for a comfortable sleep. The kitchen is fully equipped: touch cooker with extractor fan, microwave, electric kettle, coffee machine (capsules need to be purchased), a lot of dishes, including cooking utensils and a very large refrigerator. Salt, sugar, tea, spices, vegetable oil. The bathroom is spacious, shower, sink and toilet, no interruptions in hot water. The apartments are fully equipped, there is everything you need for a full and comfortable stay, even for a long time: washing machine, iron, hair dryer, everything you need for cleaning, etc. The hosts are very friendly and always ready to help! The wrong address is indicated on Booking (the correct address is 80 Aurelia St.), we called, we were met and escorted to the place, everything was shown and told. The owner was always in touch. Thanks! Sumptuously!!! One of the best accommodation options where to stay. Photos and descriptions on the site are fully true. Convenient location: close to the sea (5 minutes walk), near a bistro and a shop. The apartments are fully equipped, there is everything you need for a full and comfortable stay, even for a long time.","Weak Wi-Fi, intermittent.",10.0,"The photos and description on the site are completely true. Convenient location: close to the sea (5 minutes walk), near a bistro and a shop. Fenced parking next to the guest house. In front of the main entrance there is a seasonal outdoor pool (depth about 1.5), a lot of sun loungers, a bar. Spacious and comfortable apartments. Very clean!!! The bedroom and living room are separate, each has its own exit to the courtyard, where the gazebo is located. The rooms have large windows with thick vertical blinds that block out light. The bedroom has a large and comfortable double bed. Clean bed linen and towels. Air conditioner. Flat screen TV, wardrobe, bedside tables, mirror. Living room with kitchenette. Sofa, table, chairs, large flat-screen TV (there are channels in Russian), air conditioning. The sofa unfolds into a very large bed, there are mattresses for a comfortable sleep. The kitchen is fully equipped: touch cooker with extractor fan, microwave, electric kettle, coffee machine (capsules need to be purchased), a lot of dishes, including cooking utensils and a very large refrigerator. Salt, sugar, tea, spices, vegetable oil. The bathroom is spacious, shower, sink and toilet, no interruptions in hot water. The apartments are fully equipped, there is everything you need for a full and comfortable stay, even for a long time: washing machine, iron, hair dryer, everything you need for cleaning, etc. The hosts are very friendly and always ready to help! The wrong address is indicated on Booking (the correct address is 80 Aurelia St.), we called, we were met and escorted to the place, everything was shown and told. The owner was always in touch. Thanks! Sumptuously!!! One of the best accommodation options where to stay. Photos and descriptions on the site are fully true. Convenient location: close to the sea (5 minutes walk), near a bistro and a shop. The apartments are fully equipped, there is everything you need for a full and comfortable stay, even for a long time. Weak Wi-Fi, intermittent."
3156,4352,6795,Private Apartment - Sunny House,"The apartments are equipped with everything you need for living up to slippers, for a beach holiday there is even a beach umbrella. Very clean. Instead of a balcony, access to a stylish terrace under the window. The house has a dining room, a mini market, opposite excursion services and a bus stop. TV in Russian.",The shower tray is in need of repair.,9.0,"The apartments are equipped with everything you need for living up to slippers, for a beach holiday there is even a beach umbrella. Very clean. Instead of a balcony, access to a stylish terrace under the window. The house has a dining room, a mini market, opposite excursion services and a bus stop. TV in Russian. The shower tray is in need of repair."
3157,4353,6796,Private Apartment - Sunny House,,There was no Wi-Fi and parking was on the way.,7.0, There was no Wi-Fi and parking was on the way.
3158,4354,6800,Apartments in Panorama Beach Vigo Nessebar,"The property was very good. Our overall stay was great. Perfect location: 5m to the beach, shops and restaurants around, old town is about 10-15m walk. We had a little problem with the bathroom but the host send someone to fix it straight away. There are some bad reviews for the property but in my opinion the host tried to improve it since then and the apartment is in perfect condition now. Great value for the money. .There are photos of the pools, but probably because of Covid they are not working..",,10.0,"The property was very good. Our overall stay was great. Perfect location: 5m to the beach, shops and restaurants around, old town is about 10-15m walk. We had a little problem with the bathroom but the host send someone to fix it straight away. There are some bad reviews for the property but in my opinion the host tried to improve it since then and the apartment is in perfect condition now. Great value for the money. .There are photos of the pools, but probably because of Covid they are not working.. "
3159,4355,6801,Apartments in Panorama Beach Vigo Nessebar,"The location was not easy to find , but after we called the host it went very well. The apartmant is next to the bus station and some small shops. Also the beach is just some minutes far away. You can just walk to the Nessebar old town. We really enjoyed the location..","The kitchen equipment was unfortunately very lacking. Some spoons, knifes etc. would be really helpful next time..",8.0,"The location was not easy to find , but after we called the host it went very well. The apartmant is next to the bus station and some small shops. Also the beach is just some minutes far away. You can just walk to the Nessebar old town. We really enjoyed the location.. The kitchen equipment was unfortunately very lacking. Some spoons, knifes etc. would be really helpful next time.."
3160,4356,6802,Apartments in Panorama Beach Vigo Nessebar,Loved the location for the price! Exceptional.,,10.0,Loved the location for the price! Exceptional. 
3161,4357,6803,Apartments in Panorama Beach Vigo Nessebar,"Nothing, I never see anything like this. It was embarrassing.","old, shower not working, room not clean, AC remote control net working .....and more and more.",1.0,"Nothing, I never see anything like this. It was embarrassing. old, shower not working, room not clean, AC remote control net working .....and more and more."
3162,4358,6804,Apartments in Panorama Beach Vigo Nessebar,"Great location 2 minutes walk to the sea, stors also nearby.  Recommendation.",,9.0,"Great location 2 minutes walk to the sea, stors also nearby.  Recommendation. "
3163,4359,6805,Apartments in Panorama Beach Vigo Nessebar,"The location - it is close to the old town, the center of the city and the south beach simultaneously. The small beach nearby is awesome. The park is beautiful..","The overall cleanliness, worn towels and blankets. Interior doors in very bad condition as well as the rest of equipment. No WiFi..",5.0,"The location - it is close to the old town, the center of the city and the south beach simultaneously. The small beach nearby is awesome. The park is beautiful.. The overall cleanliness, worn towels and blankets. Interior doors in very bad condition as well as the rest of equipment. No WiFi.."
3164,4360,6806,Apartments in Panorama Beach Vigo Nessebar,"Good location, very close to South Beach and the Old town. Spacious apartment with kitchenette, comfortable bed, free wifi. The price was good..",There was only one spoon and one knife and we had to eat in shifts. Some of the furniture needs renovation or change..,7.0,"Good location, very close to South Beach and the Old town. Spacious apartment with kitchenette, comfortable bed, free wifi. The price was good.. There was only one spoon and one knife and we had to eat in shifts. Some of the furniture needs renovation or change.."
3165,4362,6808,Apartments in Panorama Beach Vigo Nessebar,View,,8.0,View 
3166,4363,6809,Apartments in Panorama Beach Vigo Nessebar,"Location, furniture, sea view from the terrace","The fridge wasn't working, just the camera. I called an hour before I arrived, check-in was scheduled from 2:00, but I had to wait until 3:30 to get the apartment ready.",7.0,"Location, furniture, sea view from the terrace The fridge wasn't working, just the camera. I called an hour before I arrived, check-in was scheduled from 2:00, but I had to wait until 3:30 to get the apartment ready."
3167,4364,6810,Apartments in Panorama Beach Vigo Nessebar,"- Excellent location near the beach, downtown. .-Beautiful sea view.-cleanliness",- The bed was missing a hair dryer.,7.0,"- Excellent location near the beach, downtown. .-Beautiful sea view.-cleanliness - The bed was missing a hair dryer."
3168,4365,6811,Apartments in Panorama Beach Vigo Nessebar,,To replace the refrigerator. To have Bulgarian programs on this.,6.0, To replace the refrigerator. To have Bulgarian programs on this.
3169,4366,6812,Apartments in Panorama Beach Vigo Nessebar,The location is very good - very close to the beach and convenient for walking to the Old Town,,8.0,The location is very good - very close to the beach and convenient for walking to the Old Town 
3170,4367,6813,Apartments in Panorama Beach Vigo Nessebar,,No room cleaning during the stay.,7.0, No room cleaning during the stay.
3171,4368,6814,Apartments in Panorama Beach Vigo Nessebar,"Great location, close to the beach and the old town. Grocery shops and a pet shop are nearby. There were pans, pots, spoons, forks, knives, glasses.","They do not clean the rooms, take out the trash, change the sheets and load toilet paper (you are expected to last 1 week with just one roll). There's a pool that doesn't work. There was no microwave. The air conditioning and TV remote were out of order, and the only way to turn them on and off is to cut the power. No parking.",6.0,"Great location, close to the beach and the old town. Grocery shops and a pet shop are nearby. There were pans, pots, spoons, forks, knives, glasses. They do not clean the rooms, take out the trash, change the sheets and load toilet paper (you are expected to last 1 week with just one roll). There's a pool that doesn't work. There was no microwave. The air conditioning and TV remote were out of order, and the only way to turn them on and off is to cut the power. No parking."
3172,4369,6815,Apartments in Panorama Beach Vigo Nessebar,Great location,,7.0,Great location 
3173,4370,6816,Apartments in Panorama Beach Vigo Nessebar,The balcony of the room has a beautiful view. There is a sandy beach in front of the house. You can swim on the Black Sea beach. It is not far from the old town and can be reached on foot. Room equipment is good.,"The room is on the fourth floor. Although there is an elevator, the elevator was not given an electromagnetic lock when I checked in on the first day, and the combination lock on the door on the first floor also gave a wrong password. Sometimes the door is locked and cannot be entered. The elevator electromagnetic lock was only provided the next morning after requesting from the accommodation staff. In addition, the hot water in the bath would be half of the hot water, and the hot water supply was unstable.",7.0,"The balcony of the room has a beautiful view. There is a sandy beach in front of the house. You can swim on the Black Sea beach. It is not far from the old town and can be reached on foot. Room equipment is good. The room is on the fourth floor. Although there is an elevator, the elevator was not given an electromagnetic lock when I checked in on the first day, and the combination lock on the door on the first floor also gave a wrong password. Sometimes the door is locked and cannot be entered. The elevator electromagnetic lock was only provided the next morning after requesting from the accommodation staff. In addition, the hot water in the bath would be half of the hot water, and the hot water supply was unstable."
3174,4371,6817,Apartments in Panorama Beach Vigo Nessebar,Top location and spectacular views.,"Since a cot costs EUR 3 per night, it is appropriate to have a mattress. It's not right to take money for something that can't be used properly.",6.0,"Top location and spectacular views. Since a cot costs EUR 3 per night, it is appropriate to have a mattress. It's not right to take money for something that can't be used properly."
3175,4372,6818,Apartments in Panorama Beach Vigo Nessebar,,"Shattered (contaminated) furniture, doors, electrical appliances..For 6 nights, not once was cleaned, not once was linen changed..Wi-Fi charges?",5.0," Shattered (contaminated) furniture, doors, electrical appliances..For 6 nights, not once was cleaned, not once was linen changed..Wi-Fi charges?"
3176,4373,6819,Apartments in Panorama Beach Vigo Nessebar,"We are happy only the hotel's location, not very well-stocked, and some were denied the very cost of it.",,4.0,"We are happy only the hotel's location, not very well-stocked, and some were denied the very cost of it. "
3177,4374,6820,Apartments in Panorama Beach Vigo Nessebar,,"First the ad said there was a pool, there was a pool, but it was empty! Second, there was an air conditioner that didn't work! The third TV has 20 channels, 15 of which are Russian, and of terrible quality! We were met by a woman who doesn't speak Bulgarian, doesn't know who's waiting, doesn't know names, just knows to take the money and disappear! A parking space was told an hour before we arrived at the hotel that we'd better pay for it! We're not happy, and we haven't been changed once! We'll make sure no one else is harmed in this way!",1.0," First the ad said there was a pool, there was a pool, but it was empty! Second, there was an air conditioner that didn't work! The third TV has 20 channels, 15 of which are Russian, and of terrible quality! We were met by a woman who doesn't speak Bulgarian, doesn't know who's waiting, doesn't know names, just knows to take the money and disappear! A parking space was told an hour before we arrived at the hotel that we'd better pay for it! We're not happy, and we haven't been changed once! We'll make sure no one else is harmed in this way!"
3178,4375,6821,Apartments in Panorama Beach Vigo Nessebar,"Conveniently located, close to a supermarket with prices like Lidl/ Janet grand market, it is right opposite the bus stop to Burgas and the sunny coast. We didn't like the beach in Nessebar, we liked the sunny coast. Great staff, thank you from the bottom of my heart to the lady who's got us all set up. The place is worth it - the apartment has all the comforts, it is quiet, and very close to the old town. We'll come back to you",,10.0,"Conveniently located, close to a supermarket with prices like Lidl/ Janet grand market, it is right opposite the bus stop to Burgas and the sunny coast. We didn't like the beach in Nessebar, we liked the sunny coast. Great staff, thank you from the bottom of my heart to the lady who's got us all set up. The place is worth it - the apartment has all the comforts, it is quiet, and very close to the old town. We'll come back to you "
3179,4376,6822,Apartments in Panorama Beach Vigo Nessebar,View from terrace,"The bed was squeaking like hell. The air conditioning is rattling, there's hardly any TV channels. The thing that really disappointed me most was that there was no shampoo or soap in the bathroom..I went to the store to buy soap.",4.0,"View from terrace The bed was squeaking like hell. The air conditioning is rattling, there's hardly any TV channels. The thing that really disappointed me most was that there was no shampoo or soap in the bathroom..I went to the store to buy soap."
3180,4377,6823,Apartments in Panorama Beach Vigo Nessebar,A very cosy place and a good service! Understanding and helping the employees and always there for the slightest problem. Sea view and quiet and peaceful environment. I highly recommend and absolutely recommend that this is my destination next year.,,10.0,A very cosy place and a good service! Understanding and helping the employees and always there for the slightest problem. Sea view and quiet and peaceful environment. I highly recommend and absolutely recommend that this is my destination next year. 
3181,4378,6824,Apartments in Panorama Beach Vigo Nessebar,"Conveniently located hotel, near the green area, the beach is close. The room is clean, spacious, comfortable beds, it is possible to prepare breakfast. At our request, they responded immediately, came, replaced the light bulb, bedding, cleaned.","I would like to have a view of the park, not the house opposite. You can add another key to use, so as not to depend on both vacationers from each other. You can place a brief instruction manual next to the hob.",9.0,"Conveniently located hotel, near the green area, the beach is close. The room is clean, spacious, comfortable beds, it is possible to prepare breakfast. At our request, they responded immediately, came, replaced the light bulb, bedding, cleaned. I would like to have a view of the park, not the house opposite. You can add another key to use, so as not to depend on both vacationers from each other. You can place a brief instruction manual next to the hob."
3182,4379,6825,Apartments in Panorama Beach Vigo Nessebar,It's near the beach,"It said check-in was for one hour, they said it was for two hours.We were set up at 2:40. The pool's closed.",4.0,"It's near the beach It said check-in was for one hour, they said it was for two hours.We were set up at 2:40. The pool's closed."
3183,4380,6826,Apartments in Panorama Beach Vigo Nessebar,,"Someone wait for me to hand over the keys. I had to call, wait for the cleaning lady who didn't know a word of English to give me the keys. I entered the reception, I waited 30 minutes for the lady to finish talking on the phone and then she told me that she was not in charge, that I had to call the number in the reservation. I do not recommend!",1.0," Someone wait for me to hand over the keys. I had to call, wait for the cleaning lady who didn't know a word of English to give me the keys. I entered the reception, I waited 30 minutes for the lady to finish talking on the phone and then she told me that she was not in charge, that I had to call the number in the reservation. I do not recommend!"
3184,4381,6827,Apartments in Panorama Beach Vigo Nessebar,You can listen to the sea at night,"The cleanliness is worrying, the staff is very big...",3.0,"You can listen to the sea at night The cleanliness is worrying, the staff is very big..."
3185,4382,6828,Apartments in Panorama Beach Vigo Nessebar,"I liked the location, the silence, the privacy. The staff was polite.","Very unsupported apartment. There are things that are so obvious that they don't put money into keeping the apartment. Broken and dirty curtains, the TV remote control and the air conditioning were out. The bathroom was missing shelves.",5.0,"I liked the location, the silence, the privacy. The staff was polite. Very unsupported apartment. There are things that are so obvious that they don't put money into keeping the apartment. Broken and dirty curtains, the TV remote control and the air conditioning were out. The bathroom was missing shelves."
3186,4384,6830,Apartments in Panorama Beach Vigo Nessebar,The only location.,"The room is small, the furniture is old, there was no ashtray on the terrace, there was only one toilet paper, no other supplies like shampoo, shower gel, etc. The power went out at the end of the day before last, they couldn't fix it tonight because they couldn't find a key to the board. They fixed it the next day when we had to leave. There was only one set of keys that had a chip on it and it broke, so it's a good thing we didn't lose it.",4.0,"The only location. The room is small, the furniture is old, there was no ashtray on the terrace, there was only one toilet paper, no other supplies like shampoo, shower gel, etc. The power went out at the end of the day before last, they couldn't fix it tonight because they couldn't find a key to the board. They fixed it the next day when we had to leave. There was only one set of keys that had a chip on it and it broke, so it's a good thing we didn't lose it."
3187,4385,6831,Apartments in Panorama Beach Vigo Nessebar,"Great view, great location: close to both the beach and the old town. The owner is always available","Very responsible owner, if there are any problems, everything is solved.",10.0,"Great view, great location: close to both the beach and the old town. The owner is always available Very responsible owner, if there are any problems, everything is solved."
3188,4386,6832,Apartments in Panorama Beach Vigo Nessebar,"One of the best locations in Nessebar. Near the old town, pedestrian street, shops and cafes.",,10.0,"One of the best locations in Nessebar. Near the old town, pedestrian street, shops and cafes. "
3189,4387,6833,Apartments in Panorama Beach Vigo Nessebar,"Clean and spacious apartment with everything you need. Great location and nice hosts. We had a great time, and I hope we can visit the resort again!",,10.0,"Clean and spacious apartment with everything you need. Great location and nice hosts. We had a great time, and I hope we can visit the resort again! "
3190,4388,6834,Apartments in Panorama Beach Vigo Nessebar,"Many thanks to Maria, the hostess! Excellent view from the window! Excellent number! I liked everything very much, I want to return to this room more than once!",,10.0,"Many thanks to Maria, the hostess! Excellent view from the window! Excellent number! I liked everything very much, I want to return to this room more than once! "
