,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
1592,2394,Bononia Hotel,"Very pleasant stay, great location and value for the money..",,10.0,"Very pleasant stay, great location and value for the money.. "
1593,2395,Bononia Hotel,"Best possible location - gorgeous city gardens next to the hotel, along the Danube river. Main square with the town hall in front of the hotel. Medieval fortress in a walking distance..",,10.0,"Best possible location - gorgeous city gardens next to the hotel, along the Danube river. Main square with the town hall in front of the hotel. Medieval fortress in a walking distance.. "
1594,2396,Bononia Hotel,Location is good..,We change room as the noise from a generator under the windows was unbearable   Bathroom tiny and badly fitted. Lift is just for 1 person with the luggage. Breakfast arranged   is appoling..,3.0,Location is good.. We change room as the noise from a generator under the windows was unbearable   Bathroom tiny and badly fitted. Lift is just for 1 person with the luggage. Breakfast arranged   is appoling..
1595,2397,Bononia Hotel,Location..,Size of the bathroom..,10.0,Location.. Size of the bathroom..
1596,2398,Bononia Hotel,"Location, facilities, COVID measures..",Bathroom is a bit smaller..,10.0,"Location, facilities, COVID measures.. Bathroom is a bit smaller.."
1597,2399,Bononia Hotel,Always great service and good food..,,10.0,Always great service and good food.. 
1598,2400,Bononia Hotel,Good room great location good value.,N/a.,10.0,Good room great location good value. N/a.
1599,2401,Bononia Hotel,"fantastic view, best location.",,10.0,"fantastic view, best location. "
1600,2402,Bononia Hotel,,".Disliked  · Nothing to complain about when it comes to the staff but the hotel and the room we stayed in had a terrible stinch of public restroom. Location is great though, very close to anything worth visiting while in Vidin..",5.0," .Disliked  · Nothing to complain about when it comes to the staff but the hotel and the room we stayed in had a terrible stinch of public restroom. Location is great though, very close to anything worth visiting while in Vidin.."
1601,2403,Bononia Hotel,Location.,Room was too cold.  And breakfast  was too bad.,6.0,Location. Room was too cold.  And breakfast  was too bad.
1602,2404,Bononia Hotel,"The location is good, close to river-front and other restaurants. Parking is available.","The rooms are seriously dated, the beds are old, the bedding is old. the toilet/shower room is a wet room and very cold. The breakfast is served in a disco-room/bar with loud music(?) (Noise),  which it was impossible to get turned-off. We were ""presented"" with a ham and cheese toasted sandwich. No option, no choice..",3.0,"The location is good, close to river-front and other restaurants. Parking is available. The rooms are seriously dated, the beds are old, the bedding is old. the toilet/shower room is a wet room and very cold. The breakfast is served in a disco-room/bar with loud music(?) (Noise),  which it was impossible to get turned-off. We were ""presented"" with a ham and cheese toasted sandwich. No option, no choice.."
1603,2405,Bononia Hotel,"The room was superb. Comfortable, large, clean. A special experience.The staff were excellent. The bar was perfect. A restaurant with a great menu providing delicious food and great service all in a wonderful location..",It took a little longer than I thought to provide hot water to the room but was fine when it arrived 😊.Otherwise everything was perfect!.,10.0,"The room was superb. Comfortable, large, clean. A special experience.The staff were excellent. The bar was perfect. A restaurant with a great menu providing delicious food and great service all in a wonderful location.. It took a little longer than I thought to provide hot water to the room but was fine when it arrived 😊.Otherwise everything was perfect!."
1604,2406,Bononia Hotel,"Nice friendly staff and spotless bed linen, clean shower room and good quality furnishings, .Probably the best value in Vidin and located close to the Danube and old town centre..",The double bed was a little too hard. There was a lack of proper bedding suitable for a colder season. The breakfast could be improved. Served two slices of processed ham and three slices of half toasted bread. No alternative offered for a vegetarian..,9.0,"Nice friendly staff and spotless bed linen, clean shower room and good quality furnishings, .Probably the best value in Vidin and located close to the Danube and old town centre.. The double bed was a little too hard. There was a lack of proper bedding suitable for a colder season. The breakfast could be improved. Served two slices of processed ham and three slices of half toasted bread. No alternative offered for a vegetarian.."
1605,2407,Bononia Hotel,"Excellent location, clean, air conditioning nice rooms..",Check in was delayed.,10.0,"Excellent location, clean, air conditioning nice rooms.. Check in was delayed."
1606,2408,Bononia Hotel,Kind staff.,,10.0,Kind staff. 
1607,2409,Bononia Hotel,Near the border. Clean linens. Accept cards. Low price..,"Bad smell in the rooms, but you can open the window. Very small lift (for 1 person with luggage). Public parking on the street. Very poor breakfast with a sandwich and a hot drink (bad tea or coffee). While check-in the receptionist took all our passports and gave them back only in the morning..",5.0,"Near the border. Clean linens. Accept cards. Low price.. Bad smell in the rooms, but you can open the window. Very small lift (for 1 person with luggage). Public parking on the street. Very poor breakfast with a sandwich and a hot drink (bad tea or coffee). While check-in the receptionist took all our passports and gave them back only in the morning.."
1608,2410,Bononia Hotel,Location near the river and more restaurants nearby hotel.,Small and dirty and the bathroom is very old design when you shower the water will wet every where . I don’t recommend this hotel for everyone.,5.0,Location near the river and more restaurants nearby hotel. Small and dirty and the bathroom is very old design when you shower the water will wet every where . I don’t recommend this hotel for everyone.
1609,2411,Bononia Hotel,Reception stuff was quite helpful and kind..,The biggest problem was the lack of cleanliness !! besides the fact that the table and the support next to the table were quite dirty one of the towels was dirty and left on the TV table....The stuff from reception was really kind and helpful with a few situations but this can not erase how dirty we found the place and the smell that was very tough to stand (we had to sleep with the wondow open and I caught a cold). .Do not recommend and I am not coming back..,5.0,Reception stuff was quite helpful and kind.. The biggest problem was the lack of cleanliness !! besides the fact that the table and the support next to the table were quite dirty one of the towels was dirty and left on the TV table....The stuff from reception was really kind and helpful with a few situations but this can not erase how dirty we found the place and the smell that was very tough to stand (we had to sleep with the wondow open and I caught a cold). .Do not recommend and I am not coming back..
1610,2412,Bononia Hotel,"Location, parking, staff being very friendly and welcoming, clean room..",,10.0,"Location, parking, staff being very friendly and welcoming, clean room.. "
1611,2413,Bononia Hotel,"Lovely old communist type hotel. Lovely friendly staff and not far from the train station.Room was a good size with fridge, air conditioning and tv with satalite channels. Loved Vidin, thanks for the kind hospitality..",I couldn't stay longer!.,10.0,"Lovely old communist type hotel. Lovely friendly staff and not far from the train station.Room was a good size with fridge, air conditioning and tv with satalite channels. Loved Vidin, thanks for the kind hospitality.. I couldn't stay longer!."
1612,2414,Bononia Hotel,Only location!.,"There was not telefon device in order - no connecting cable, no ring tone! .Dranage in the bathroom was half clogged!.",5.0,"Only location!. There was not telefon device in order - no connecting cable, no ring tone! .Dranage in the bathroom was half clogged!."
1613,2415,Bononia Hotel,"The location, staff, clean rooms..",Maybe the food a bit..,9.0,"The location, staff, clean rooms.. Maybe the food a bit.."
1614,2416,Bononia Hotel,"The room was large and the location great, very close to the Danube. They also have a very nice restaurant, with fresh, tasty Bulgarian food..","The bath had no room for a shower, so they had fitted one on the wall next to the sink. The airco pipe was fitted in the toilet room, and the water was simply pooring on the floor..",6.0,"The room was large and the location great, very close to the Danube. They also have a very nice restaurant, with fresh, tasty Bulgarian food.. The bath had no room for a shower, so they had fitted one on the wall next to the sink. The airco pipe was fitted in the toilet room, and the water was simply pooring on the floor.."
1615,2417,Bononia Hotel,Quick registration and payment.,Loud costumers in the hotel bar that you can hear from your room. The hotel is terrible regarding soundproof... If someone upstairs go to the bathroom you can hear it...,5.0,Quick registration and payment. Loud costumers in the hotel bar that you can hear from your room. The hotel is terrible regarding soundproof... If someone upstairs go to the bathroom you can hear it...
1616,2418,Bononia Hotel,Spacious room..,"For a double deluxe, at 50% more than the standard one, there wasn’t even a complimentary bottle of water in the room, never mind a teapot, etc. The breakfast was a joke: a single-plate, single-option airline style (see photo); even a second cup of coffee being a paid extra. The beat of deafening music from the hotel’s own bar was heard behind closed windows until well after 1 a.m. Complaining to the receptionist didn’t help. And in answer to a simple question about the city’s tourist attractions, the receptionist answered with disarming honesty: I don’t know!.",5.0,"Spacious room.. For a double deluxe, at 50% more than the standard one, there wasn’t even a complimentary bottle of water in the room, never mind a teapot, etc. The breakfast was a joke: a single-plate, single-option airline style (see photo); even a second cup of coffee being a paid extra. The beat of deafening music from the hotel’s own bar was heard behind closed windows until well after 1 a.m. Complaining to the receptionist didn’t help. And in answer to a simple question about the city’s tourist attractions, the receptionist answered with disarming honesty: I don’t know!."
1617,2419,Bononia Hotel,Lubo hotel owner,,9.0,Lubo hotel owner 
1618,2420,Bononia Hotel,"The location in the city centre, within easy reach of everything - landmarks, meals, parks and...","The room was facing the back - noisy ventilation, loading/unloading area, unpleasant view these rooms could have been cheaper and warned of them, even more so that the others were free",8.0,"The location in the city centre, within easy reach of everything - landmarks, meals, parks and... The room was facing the back - noisy ventilation, loading/unloading area, unpleasant view these rooms could have been cheaper and warned of them, even more so that the others were free"
1619,2421,Bononia Hotel,The location is close to all sights by a hiking route. Convenient parking and a restaurant.,,9.0,The location is close to all sights by a hiking route. Convenient parking and a restaurant. 
1620,2422,Bononia Hotel,location. the center of the place,The Internet's breaking up. Breakfast is insufficient.,7.0,location. the center of the place The Internet's breaking up. Breakfast is insufficient.
1621,2423,Bononia Hotel,"Great location, breakfast was very good.",The need to pay for the milk for the coffee. Coffee with milk is standard for one breakfast.,8.0,"Great location, breakfast was very good. The need to pay for the milk for the coffee. Coffee with milk is standard for one breakfast."
1622,2424,Bononia Hotel,"Beautiful location, in the centre of Vidin.",A nasty smell from the bathroom siphon. Loud music from a place next door.,7.0,"Beautiful location, in the centre of Vidin. A nasty smell from the bathroom siphon. Loud music from a place next door."
1623,2425,Bononia Hotel,The meat.,Bathroom size and room cleanliness.,8.0,The meat. Bathroom size and room cleanliness.
1624,2426,Bononia Hotel,"Clean linen, close to the Danube and the center. Parking space, good value for money.","Pillows too high, shower without cabin. Dusty windows and spider webs. Unventilated hotel.",9.0,"Clean linen, close to the Danube and the center. Parking space, good value for money. Pillows too high, shower without cabin. Dusty windows and spider webs. Unventilated hotel."
1625,2427,Bononia Hotel,Good hotel on the way to Greece. Peaceful neighborhood. A few steps to the Danube and to the city center.,Renovation required. The bathroom standard leaves something to be desired.,7.0,Good hotel on the way to Greece. Peaceful neighborhood. A few steps to the Danube and to the city center. Renovation required. The bathroom standard leaves something to be desired.
1626,2428,Bononia Hotel,"It was a clean, polite and smiling staff, good location.",The view from the window.,8.0,"It was a clean, polite and smiling staff, good location. The view from the window."
1627,2429,Bononia Hotel,"Bononia Hotel is very well located in the city of Vidin: a few minutes walk from the river and its restaurants, about fifteen minutes from the fortress..We were able to park easily in the large outdoor parking in front of the hotel..Our room was very comfortable, with a mini fridge and air conditioning..The hotel staff were very friendly and were able to advise us effectively on how to do an antigenic test in the city.",No shower cubicle in the bathroom - the tap is on a wall. To say the first one who washes wet everything!,9.0,"Bononia Hotel is very well located in the city of Vidin: a few minutes walk from the river and its restaurants, about fifteen minutes from the fortress..We were able to park easily in the large outdoor parking in front of the hotel..Our room was very comfortable, with a mini fridge and air conditioning..The hotel staff were very friendly and were able to advise us effectively on how to do an antigenic test in the city. No shower cubicle in the bathroom - the tap is on a wall. To say the first one who washes wet everything!"
1628,2430,Bononia Hotel,"Very hospitable hosts, different breakfast every day and very rich in assortment, cleaning and towels changed daily, thank you for the services offered !!!","Parking on the street, in two evenings I parked in a nearby location, not finding a place at Athanasia!",9.0,"Very hospitable hosts, different breakfast every day and very rich in assortment, cleaning and towels changed daily, thank you for the services offered !!! Parking on the street, in two evenings I parked in a nearby location, not finding a place at Athanasia!"
1629,2431,Bononia Hotel,The location is great.,.,8.0,The location is great. .
1630,2432,Bononia Hotel,"Admirable, location, comfort, cleanliness, service and excellent value for money!","Breakfast, quite ""thin"" ..., but, with this money, probably an additional and a diversification of breakfast, it would be difficult to ... ""framed""! ... Otherwise, nothing to blame!",9.0,"Admirable, location, comfort, cleanliness, service and excellent value for money! Breakfast, quite ""thin"" ..., but, with this money, probably an additional and a diversification of breakfast, it would be difficult to ... ""framed""! ... Otherwise, nothing to blame!"
1631,2433,Bononia Hotel,"It was very clean, quiet. We had breakfast that was OK (toast+jam+butter+ham+cheese).Coffee or tea included, milk for coffee is available at an additional cost. The cleaning lady ran into us in front of the elevator a couple of times and every time she asked if we needed anything that was great! The value-for-money ratio was OK!","The reservation said check-in after 2:00. When we got there, they said it was 3:00. And because we were in a hurry, the room said otherwise, so we waited until 3:00. Although we didn't have any e-mail, phone call, and a warning sign that there was a change. I asked for breakfast because it was in the reservation. It's been over and over again, now you have it, yes, but in two weeks it won't be there! We didn't care about that at the time, because it hadn't been two weeks.",8.0,"It was very clean, quiet. We had breakfast that was OK (toast+jam+butter+ham+cheese).Coffee or tea included, milk for coffee is available at an additional cost. The cleaning lady ran into us in front of the elevator a couple of times and every time she asked if we needed anything that was great! The value-for-money ratio was OK! The reservation said check-in after 2:00. When we got there, they said it was 3:00. And because we were in a hurry, the room said otherwise, so we waited until 3:00. Although we didn't have any e-mail, phone call, and a warning sign that there was a change. I asked for breakfast because it was in the reservation. It's been over and over again, now you have it, yes, but in two weeks it won't be there! We didn't care about that at the time, because it hadn't been two weeks."
1632,2434,Bononia Hotel,"Cleanliness, quiet, comfortable beds, good boiled air conditioning, wifi, great restaurant and very good food, good prices. The location is excellent, free parking. I recommend.",Rooms are a bit small. No shower. Breakfast ok.,9.0,"Cleanliness, quiet, comfortable beds, good boiled air conditioning, wifi, great restaurant and very good food, good prices. The location is excellent, free parking. I recommend. Rooms are a bit small. No shower. Breakfast ok."
1633,2435,Bononia Hotel,"The room is good... clean, functional.Good value for money! Congratulations to the staff! We had a mechanical problem and they directed us to competent people... finally, the parking spaces of the hotel are welcome.... nice breakfast!",The bathroom is small.,8.0,"The room is good... clean, functional.Good value for money! Congratulations to the staff! We had a mechanical problem and they directed us to competent people... finally, the parking spaces of the hotel are welcome.... nice breakfast! The bathroom is small."
1634,2436,Bononia Hotel,The location is great. It is located in the city centre. Free parking is available on site.,The room was small. Windows dirty. There was no terrace. For breakfast (3 toast with a little ham and cheese) we waited over 30 minutes.,7.0,The location is great. It is located in the city centre. Free parking is available on site. The room was small. Windows dirty. There was no terrace. For breakfast (3 toast with a little ham and cheese) we waited over 30 minutes.
1635,2437,Bononia Hotel,The location is unbeatable right near the theatre and on the Danube!..Rooms are neat and clean...For a short time you can stay here without any problems.,Windows should definitely be cleaned sometime!,8.0,The location is unbeatable right near the theatre and on the Danube!..Rooms are neat and clean...For a short time you can stay here without any problems. Windows should definitely be cleaned sometime!
1636,2438,Bononia Hotel,"Very friendly and helpful reception staff, clean room, great location. There's an elevator, even a small one, that you can carry your luggage with.","They forgot our breakfast, but I hope it was an exception.",9.0,"Very friendly and helpful reception staff, clean room, great location. There's an elevator, even a small one, that you can carry your luggage with. They forgot our breakfast, but I hope it was an exception."
1637,2439,Bononia Hotel,The location is excellent. Next to the Danube and the city centre.,Breakfast could be a little better. But the room price was value of money.,8.0,The location is excellent. Next to the Danube and the city centre. Breakfast could be a little better. But the room price was value of money.
1638,2440,Bononia Hotel,Location,Room cleanliness,9.0,Location Room cleanliness
1639,2441,Bononia Hotel,"Good hotel for its price of 29€. Clean room with a small bathroom, shower on the floor :-). 2 beds, quiet, there are a couple of glasses, towels. Breakfast (modest, but still) is included in the room rate. Near the Danube embankment, art gallery, 10 minutes to the fortress through a pleasant park. The very center of the city. Cafe nearby for every taste","Small shower, wet floor, modest breakfast but enough for the price, no balcony and no kettle. small pillows",8.0,"Good hotel for its price of 29€. Clean room with a small bathroom, shower on the floor :-). 2 beds, quiet, there are a couple of glasses, towels. Breakfast (modest, but still) is included in the room rate. Near the Danube embankment, art gallery, 10 minutes to the fortress through a pleasant park. The very center of the city. Cafe nearby for every taste Small shower, wet floor, modest breakfast but enough for the price, no balcony and no kettle. small pillows"
1640,2442,Bononia Hotel,Service.,"Price - Room size, Bathroom, elevator.POO",8.0,"Service. Price - Room size, Bathroom, elevator.POO"
1641,2443,Bononia Hotel,"The hotel is in a good location, close to the center, next to a park and the Danube.",Very poor breakfast.,7.0,"The hotel is in a good location, close to the center, next to a park and the Danube. Very poor breakfast."
1642,2444,Bononia Hotel,The location is top. Staff are friendly. Clear. Clear.,"Breakfast. Not that we want a buffet, but it was scaled in two-three. The toast and cheese, it's like my kid cut it.",9.0,"The location is top. Staff are friendly. Clear. Clear. Breakfast. Not that we want a buffet, but it was scaled in two-three. The toast and cheese, it's like my kid cut it."
1643,2445,Bononia Hotel,"The hotel's location is the biggest plus, in my opinion, in the centre and within walking distance of all the city's attractions..There is a parking available for hotel guests, and our room was looking at it, so we had the opportunity to look at our car whenever we wanted..We asked for a bedroom, not twin beds, and the hotel has fulfilled our request..The bedroom was very comfortable and tall..We also had breakfast included in the price of the night, which consisted of the following: coffee or tea (we chose coffee, we were satisfied with it), mineral water 330 ml, two toast, two strawberry jam, two fats, two cheese cheese slides and two ham slides (such as cheese and ham were in triangular form). We're satisfied with breakfast - the amount is enough for a person to eat without eating. Perhaps it is not a bad idea to add a fruit to breakfast - for example, a banana, because it does not need washing and would be appropriate for COVID measures (in my opinion).","The bathroom was not very large, but enough to bathe normally (without bumping into each other). .The elevator's not very big either, but it's better there than there is. Basically, there were two people in it.",9.0,"The hotel's location is the biggest plus, in my opinion, in the centre and within walking distance of all the city's attractions..There is a parking available for hotel guests, and our room was looking at it, so we had the opportunity to look at our car whenever we wanted..We asked for a bedroom, not twin beds, and the hotel has fulfilled our request..The bedroom was very comfortable and tall..We also had breakfast included in the price of the night, which consisted of the following: coffee or tea (we chose coffee, we were satisfied with it), mineral water 330 ml, two toast, two strawberry jam, two fats, two cheese cheese slides and two ham slides (such as cheese and ham were in triangular form). We're satisfied with breakfast - the amount is enough for a person to eat without eating. Perhaps it is not a bad idea to add a fruit to breakfast - for example, a banana, because it does not need washing and would be appropriate for COVID measures (in my opinion). The bathroom was not very large, but enough to bathe normally (without bumping into each other). .The elevator's not very big either, but it's better there than there is. Basically, there were two people in it."
1644,2446,Bononia Hotel,"Hotel located at the edge of the Danube, free parking in front. The room was comfortable and met our expectations.",,9.0,"Hotel located at the edge of the Danube, free parking in front. The room was comfortable and met our expectations. "
1645,2447,Bononia Hotel,Satisfactory at the price of a night!,"I had to get an iron from the front desk, usually carried to the room, so there was no reception number in the room so I could call. And when I asked the women who clean the floor, they said I should go down to get it myself from reception!",8.0,"Satisfactory at the price of a night! I had to get an iron from the front desk, usually carried to the room, so there was no reception number in the room so I could call. And when I asked the women who clean the floor, they said I should go down to get it myself from reception!"
1646,2448,Bononia Hotel,There was no breakfast.Happy holidays.,,7.0,There was no breakfast.Happy holidays. 
1647,2449,Bononia Hotel,Location in the heart of the city. Comfortable rooms.,"Too noisy. Downstairs there is a bar or disco, there was noise until the early hours..The breakfast displayed for 8am was finally served at 8:30. No choice for breakfast. Staff not smiling.",8.0,"Location in the heart of the city. Comfortable rooms. Too noisy. Downstairs there is a bar or disco, there was noise until the early hours..The breakfast displayed for 8am was finally served at 8:30. No choice for breakfast. Staff not smiling."
1648,2450,Bononia Hotel,The room was renovated and clean.,Breakfast wasn't good..Condense from the air conditioning dripped in the bathroom and wet it.,8.0,The room was renovated and clean. Breakfast wasn't good..Condense from the air conditioning dripped in the bathroom and wet it.
1649,2451,Bononia Hotel,"The location is excellent - in the city centre, next to the park on the River. The Danube.There is a great restaurant with delicious dishes.",Breakfast.,8.0,"The location is excellent - in the city centre, next to the park on the River. The Danube.There is a great restaurant with delicious dishes. Breakfast."
1650,2452,Bononia Hotel,-------,,9.0,------- 
1651,2453,Bononia Hotel,the gentleman at reception was very friendly.,,,
1652,. good location,,,,,
1653,.,,,,,
1654,. spacious hotel parking,"Room full of mosquitoes...The cleanliness of the room was quite justilla, there were several cobwebs...The breakfast was very poor, and we had warned that we were vegan and they told us that they would prepare something else for us.",7.0,"the gentleman at reception was very friendly.. good location.. spacious hotel parking Room full of mosquitoes...The cleanliness of the room was quite justilla, there were several cobwebs...The breakfast was very poor, and we had warned that we were vegan and they told us that they would prepare something else for us.",,
1655,2454,Bononia Hotel,"Good breakfast, good location",Mosquitoes,9.0,"Good breakfast, good location Mosquitoes"
1656,2455,Bononia Hotel,Breakfast was OK otherwise we are very satisfied.,,9.0,Breakfast was OK otherwise we are very satisfied. 
1657,2456,Bononia Hotel,"The location is great, the cleanliness and staff are exceptional.","I wouldn't say I didn't like it, more like a recommendation. The bathroom was out of air conditioning and all the moisture was coming into the room.",8.0,"The location is great, the cleanliness and staff are exceptional. I wouldn't say I didn't like it, more like a recommendation. The bathroom was out of air conditioning and all the moisture was coming into the room."
1658,2457,Bononia Hotel,All,I have no objections.,9.0,All I have no objections.
1659,2458,Bononia Hotel,,Overnoise from the house on the ground floor.,8.0, Overnoise from the house on the ground floor.
1660,2459,Bononia Hotel,"Location, food, price, location, attitude",There's nothing I can point out as a miss..The hotel is extremely friendly and friendly! I recommend it!,9.0,"Location, food, price, location, attitude There's nothing I can point out as a miss..The hotel is extremely friendly and friendly! I recommend it!"
1661,2460,Bononia Hotel,The main advantage of the hotel is its location: it is located right on the Danube embankment; near the museum; within walking distance of the fortress and the park. The young man at the reception spoke Russian which was nice,"The hotel looks decent, but inside the Soviet Union. The elevator is sooooo small; the two of us + backpacks barely fit into it. In the corridor of our floor, duvet covers were laid out all over the floor, on which removed air conditioners were placed ... The room is generally normal for one night, but the bathroom ... This is a room of 1.5 * 1.5 meters, in which a sink is squeezed in, and a toilet and a shower (of course, without a curtain). After taking a shower, everything is in the water. Breakfast: coffee and toast. Issued at the bar with a voucher :)",7.0,"The main advantage of the hotel is its location: it is located right on the Danube embankment; near the museum; within walking distance of the fortress and the park. The young man at the reception spoke Russian which was nice The hotel looks decent, but inside the Soviet Union. The elevator is sooooo small; the two of us + backpacks barely fit into it. In the corridor of our floor, duvet covers were laid out all over the floor, on which removed air conditioners were placed ... The room is generally normal for one night, but the bathroom ... This is a room of 1.5 * 1.5 meters, in which a sink is squeezed in, and a toilet and a shower (of course, without a curtain). After taking a shower, everything is in the water. Breakfast: coffee and toast. Issued at the bar with a voucher :)"
1662,2461,Bononia Hotel,"The location and friendly staff at reception are available. Comfortable, large parking lot.","The loud music late at night coming in, I guess from the diner on the right of the reception.",7.0,"The location and friendly staff at reception are available. Comfortable, large parking lot. The loud music late at night coming in, I guess from the diner on the right of the reception."
1663,2462,Bononia Hotel,the room and the view from the balcony !!!,bathroom shower and breakfast !!!,8.0,the room and the view from the balcony !!! bathroom shower and breakfast !!!
1664,2463,Bononia Hotel,Very good location and helpful staff,There was no working hair dryer and breakfast was insufficient,9.0,Very good location and helpful staff There was no working hair dryer and breakfast was insufficient
1665,2464,Bononia Hotel,Everything was within acceptable limits.,The presence of a dead mouse under one of the pillows.,7.0,Everything was within acceptable limits. The presence of a dead mouse under one of the pillows.
1666,2465,Bononia Hotel,"I'm in this hotel again. No surprises. The hotel is good, the prices are reasonable.",,9.0,"I'm in this hotel again. No surprises. The hotel is good, the prices are reasonable. "
1667,2466,Bononia Hotel,"Excellent location in the city centre. The hotel has all the necessary amenities, clean rooms, a comfortable bed.",Breakfast is limited.,8.0,"Excellent location in the city centre. The hotel has all the necessary amenities, clean rooms, a comfortable bed. Breakfast is limited."
1668,2467,Bononia Hotel,"Breakfast was okay, but apparently there's no kitchen because there's no hot buffet. The breakfast room itself is not adapted for a restaurant, rather it is a lobby bar.","The lift is too small for a hotel, only for 2 people + a bag. Breakfast was cold.",7.0,"Breakfast was okay, but apparently there's no kitchen because there's no hot buffet. The breakfast room itself is not adapted for a restaurant, rather it is a lobby bar. The lift is too small for a hotel, only for 2 people + a bag. Breakfast was cold."
1669,2468,Bononia Hotel,"The welcome at the reception, calm and cleanliness.",The quality of breakfast included in the price of the room. Breakfast is served in an unsuitable place (bar) by incompetent staff. .The noisy exit of the bar at 4am.,7.0,"The welcome at the reception, calm and cleanliness. The quality of breakfast included in the price of the room. Breakfast is served in an unsuitable place (bar) by incompetent staff. .The noisy exit of the bar at 4am."
1670,2469,Bononia Hotel,The reception staff knows Romanian,,7.0,The reception staff knows Romanian 
1671,2470,Bononia Hotel,"Friendly and smiling staff. Clean common areas. It's a nice room, we're shutting down the bathroom. It's a reasonable price.","The smell around the hotel, it might be the sewers, but it smells terrible. The elevator's too narrow for even two. In the background of the room, the bathroom is miserable, it smells and there's mold inside and out.",8.0,"Friendly and smiling staff. Clean common areas. It's a nice room, we're shutting down the bathroom. It's a reasonable price. The smell around the hotel, it might be the sewers, but it smells terrible. The elevator's too narrow for even two. In the background of the room, the bathroom is miserable, it smells and there's mold inside and out."
1672,2471,Bononia Hotel,Neighborhood ok.,"If anyone is getting here, I recommend you inquire about the music event. We stopped on Friday and at 3 in the morning the party was still raging with the unbearable bass.",8.0,"Neighborhood ok. If anyone is getting here, I recommend you inquire about the music event. We stopped on Friday and at 3 in the morning the party was still raging with the unbearable bass."
1673,2472,Bononia Hotel,There was a restaurant. Good price.,Breakfast is not special.,7.0,There was a restaurant. Good price. Breakfast is not special.
1674,2473,Bononia Hotel,"The location is good, central",,7.0,"The location is good, central "
1675,2474,Bononia Hotel,"Clean, close to the center. Courteous staff.",Breakfast not very appetizing.,8.0,"Clean, close to the center. Courteous staff. Breakfast not very appetizing."
1676,2475,Bononia Hotel,"The hotel is located next to the Danube River, where restaurants and bars are located. There's a free car park we used even after we left.  We were staying in a suite instead of a deluxe room for the room price, which was cool. The staff that greeted us were very kind. The furniture was nice and the bed was comfortable.","You should have told us the apartments have no balcony, we chose the deluxe room because of the balcony. Breakfast is extremely basic, I think you can try harder.",9.0,"The hotel is located next to the Danube River, where restaurants and bars are located. There's a free car park we used even after we left.  We were staying in a suite instead of a deluxe room for the room price, which was cool. The staff that greeted us were very kind. The furniture was nice and the bed was comfortable. You should have told us the apartments have no balcony, we chose the deluxe room because of the balcony. Breakfast is extremely basic, I think you can try harder."
1677,2476,Bononia Hotel,Traditional.,,7.0,Traditional. 
1678,2477,Bononia Hotel,Location in the city center.,Breakfast was incredibly bad.,7.0,Location in the city center. Breakfast was incredibly bad.
1679,2478,Bononia Hotel,,1. A little old. Breakfast was the cheapest stuff,8.0, 1. A little old. Breakfast was the cheapest stuff
1680,2479,Bononia Hotel,"In general, a good option for your money.",,8.0,"In general, a good option for your money. "
1681,2480,Bononia Hotel,The sheets were spotless. Air conditioning was on in advance.,"Breakfast and above all the girl who served it. No regard for the guest. We asked for a normal coffee, American-style. She'd never heard of such coffee. He offered a double espresso, which is poisonous strong. And in doing so, he asked for £1.20 for the second espresso because it didn't come in the price!) The breakfast itself consisted of white bread, ham, cheese, butter and jam. They might at least offer toast. .The metal rails on the stairs have been partially torn and are a real danger to hotel guests. That's a serious flaw!",7.0,"The sheets were spotless. Air conditioning was on in advance. Breakfast and above all the girl who served it. No regard for the guest. We asked for a normal coffee, American-style. She'd never heard of such coffee. He offered a double espresso, which is poisonous strong. And in doing so, he asked for £1.20 for the second espresso because it didn't come in the price!) The breakfast itself consisted of white bread, ham, cheese, butter and jam. They might at least offer toast. .The metal rails on the stairs have been partially torn and are a real danger to hotel guests. That's a serious flaw!"
1682,2481,Bononia Hotel,"Clean linen, comfortable bed and pillows, TV, breakfast.",Just hygiene. The bathroom wasn't that clean. The floor was clean.,7.0,"Clean linen, comfortable bed and pillows, TV, breakfast. Just hygiene. The bathroom wasn't that clean. The floor was clean."
1683,2482,Bononia Hotel,Breakfast was for pulling a number,The air conditioning can't cool,7.0,Breakfast was for pulling a number The air conditioning can't cool
1684,2483,Bononia Hotel,The friendly and competent service.,The floor in the bathroom was constantly wet.,8.0,The friendly and competent service. The floor in the bathroom was constantly wet.
1685,2484,Bononia Hotel,"The hotel’s location is excellent - in the city centre, a 1-minute walk from the Danube River and a 3-minute drive from Baba Vida Fortress. The staff's attitude was great - we were greeted with a smile and we were even allowed to choose between two rooms. The room was perfectly clean, as was the entire hotel.","Breakfast was modest, to put it mildly - 2 bread rolls, 3 cheese slices, 3 ham slices, 2 fatties and 2 jams - all of which were the cheapest option possible, by choosing to throw cheese and ham to the homeless dogs around the hotel.",7.0,"The hotel’s location is excellent - in the city centre, a 1-minute walk from the Danube River and a 3-minute drive from Baba Vida Fortress. The staff's attitude was great - we were greeted with a smile and we were even allowed to choose between two rooms. The room was perfectly clean, as was the entire hotel. Breakfast was modest, to put it mildly - 2 bread rolls, 3 cheese slices, 3 ham slices, 2 fatties and 2 jams - all of which were the cheapest option possible, by choosing to throw cheese and ham to the homeless dogs around the hotel."
