,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
1154,1517,Apartments Kaloyan,,.“The house was bery comfortable. We have had an apartment. It was clean.”.,10.0, .“The house was bery comfortable. We have had an apartment. It was clean.”.
1155,1518,Apartments Kaloyan,,.“We are very pleased with our stay. They welcomed us very warmly and settled us into a large apartment with spacious bright rooms. Everything was very clean. They thought about every detail. The location is also very good!”.,9.0, .“We are very pleased with our stay. They welcomed us very warmly and settled us into a large apartment with spacious bright rooms. Everything was very clean. They thought about every detail. The location is also very good!”.
1156,1519,Apartments Kaloyan,,".“Great location to stay if you visit or pass Veliko, super host, easy chek-in, free parking. Walking distance from old center, if you don't mind walking few hundreds stairs. Quiet location and really close to one of the best places to eat in Veliko.”.",7.0," .“Great location to stay if you visit or pass Veliko, super host, easy chek-in, free parking. Walking distance from old center, if you don't mind walking few hundreds stairs. Quiet location and really close to one of the best places to eat in Veliko.”."
1157,1520,Apartments Kaloyan,,".“Всичко беше супер.Собственичката беше много любезна и усмихната. Апартаментът се оказа по-голям от очакванията ни-идеален за семейство дори с три деца,две от които са големи. Имаше всичко необходимо,за да се чувстваме комфортно както у дома. За изненада имаше и малък батут в хола,който малкият ни син можеше да ползва. Чистотата беше на ниво. Имаше и безплатно паркомясто. Препоръчвам с две ръце.”“Everything was great.The owner was very kind and smiling. The apartment was more than we expected, perfect for a family with even three children, two of whom are big. He had everything we needed to make us feel comfortable as we did at home. And, to a surprise, there was a little trampoline in the living room that our little son could use. The purity was in the right place. There was also a free parking space. I recommend two hands.”.",10.0," .“Всичко беше супер.Собственичката беше много любезна и усмихната. Апартаментът се оказа по-голям от очакванията ни-идеален за семейство дори с три деца,две от които са големи. Имаше всичко необходимо,за да се чувстваме комфортно както у дома. За изненада имаше и малък батут в хола,който малкият ни син можеше да ползва. Чистотата беше на ниво. Имаше и безплатно паркомясто. Препоръчвам с две ръце.”“Everything was great.The owner was very kind and smiling. The apartment was more than we expected, perfect for a family with even three children, two of whom are big. He had everything we needed to make us feel comfortable as we did at home. And, to a surprise, there was a little trampoline in the living room that our little son could use. The purity was in the right place. There was also a free parking space. I recommend two hands.”."
1158,1521,Apartments Kaloyan,,".“Разкошен, светъл, просторен, топъл и уютен апартамент! Чист и поддържан много добре..Удобен паркинг и бърз интернет. Центъра на града не е близо, но за нас не беше проблем, тъй като бяхме с кола..Много любезни и мили домакини. Престоят на семейството ми беше истинско удоволствие. Надхвърли очакванията ни..С радост ще се върнем отново при следващото ни посещение на града.”“A sumptuous, bright, spacious, warm and cosy apartment! Clean and well maintained..Convenient parking and fast internet. The city centre isn't close, but it wasn't a problem for us, since we were driving..Very kind and kind hosts. My family's been a real pleasure. You've exceeded our expectations..We'll be happy to return to our next visit to the city.”.",9.0," .“Разкошен, светъл, просторен, топъл и уютен апартамент! Чист и поддържан много добре..Удобен паркинг и бърз интернет. Центъра на града не е близо, но за нас не беше проблем, тъй като бяхме с кола..Много любезни и мили домакини. Престоят на семейството ми беше истинско удоволствие. Надхвърли очакванията ни..С радост ще се върнем отново при следващото ни посещение на града.”“A sumptuous, bright, spacious, warm and cosy apartment! Clean and well maintained..Convenient parking and fast internet. The city centre isn't close, but it wasn't a problem for us, since we were driving..Very kind and kind hosts. My family's been a real pleasure. You've exceeded our expectations..We'll be happy to return to our next visit to the city.”."
1159,1522,Apartments Kaloyan,,.“The host was very friendly and even offered us a ride to the centre as we'd been waiting for our taxi for some 15mins or so. The place was well kept and maintained and we had a pleasant stay overall.:) The fact that there was a car park was also of high importance and we appreciated that!”.,10.0, .“The host was very friendly and even offered us a ride to the centre as we'd been waiting for our taxi for some 15mins or so. The place was well kept and maintained and we had a pleasant stay overall.:) The fact that there was a car park was also of high importance and we appreciated that!”.
1160,1523,Apartments Kaloyan,,".“The host met us at the front door,helped us make our way to the apartment and showed us around. The apartment is such a good value for money. It absolutely fits 5, even 6 people, the view from the balcony is nice and the apartment is tidy and clean and there are a lot of soap bars and shampoo, in case that you did not bring any. I like that the hostasked about our intentions for the stay and therefore recommended places to visit, good restaurants and brought delivery menus from various restaurants in case that we need them. He explained how to use the oven, tv and in general made sure that we are confortable. He provided a phone number to ring if we need something and actually responded on the phone number.”.",10.0," .“The host met us at the front door,helped us make our way to the apartment and showed us around. The apartment is such a good value for money. It absolutely fits 5, even 6 people, the view from the balcony is nice and the apartment is tidy and clean and there are a lot of soap bars and shampoo, in case that you did not bring any. I like that the hostasked about our intentions for the stay and therefore recommended places to visit, good restaurants and brought delivery menus from various restaurants in case that we need them. He explained how to use the oven, tv and in general made sure that we are confortable. He provided a phone number to ring if we need something and actually responded on the phone number.”."
1161,1524,Apartments Kaloyan,,.“The apartment has great view! It is very spacious. It has everything necessary to feel comfortable. It was very clean and warm even in January. The host was nice!”.,10.0, .“The apartment has great view! It is very spacious. It has everything necessary to feel comfortable. It was very clean and warm even in January. The host was nice!”.
1162,1525,Apartments Kaloyan,,".“Great host, very clean. Nice location.  You'll need to climb 472 steps from the city center to the property ( yes,we counted them;) ). Easy acces by car. We'll definitely return:)”.",9.0," .“Great host, very clean. Nice location.  You'll need to climb 472 steps from the city center to the property ( yes,we counted them;) ). Easy acces by car. We'll definitely return:)”."
1163,1526,Apartments Kaloyan,,.“The bathroom-unlimited warm water!.The living room is very comfortable and big!.There was a bottle of cold water in the fridge when we arrived!”.,9.0, .“The bathroom-unlimited warm water!.The living room is very comfortable and big!.There was a bottle of cold water in the fridge when we arrived!”.
1164,1527,Apartments Kaloyan,,.“The house was bery comfortable. We have had an apartment. It was clean.”.,10.0, .“The house was bery comfortable. We have had an apartment. It was clean.”.
1165,1528,Apartments Kaloyan,,.“We are very pleased with our stay. They welcomed us very warmly and settled us into a large apartment with spacious bright rooms. Everything was very clean. They thought about every detail. The location is also very good!”.,10.0, .“We are very pleased with our stay. They welcomed us very warmly and settled us into a large apartment with spacious bright rooms. Everything was very clean. They thought about every detail. The location is also very good!”.
1166,1529,Apartments Kaloyan,,".“Great location to stay if you visit or pass Veliko, super host, easy chek-in, free parking. Walking distance from old center, if you don't mind walking few hundreds stairs. Quiet location and really close to one of the best places to eat in Veliko.”.",7.0," .“Great location to stay if you visit or pass Veliko, super host, easy chek-in, free parking. Walking distance from old center, if you don't mind walking few hundreds stairs. Quiet location and really close to one of the best places to eat in Veliko.”."
1167,1530,Apartments Kaloyan,,".“Всичко беше супер.Собственичката беше много любезна и усмихната. Апартаментът се оказа по-голям от очакванията ни-идеален за семейство дори с три деца,две от които са големи. Имаше всичко необходимо,за да се чувстваме комфортно както у дома. За изненада имаше и малък батут в хола,който малкият ни син можеше да ползва. Чистотата беше на ниво. Имаше и безплатно паркомясто. Препоръчвам с две ръце.”“Everything was great.The owner was very kind and smiling. The apartment was more than we expected, perfect for a family with even three children, two of whom are big. He had everything we needed to make us feel comfortable as we did at home. And, to a surprise, there was a little trampoline in the living room that our little son could use. The purity was in the right place. There was also a free parking space. I recommend two hands.”.",5.0," .“Всичко беше супер.Собственичката беше много любезна и усмихната. Апартаментът се оказа по-голям от очакванията ни-идеален за семейство дори с три деца,две от които са големи. Имаше всичко необходимо,за да се чувстваме комфортно както у дома. За изненада имаше и малък батут в хола,който малкият ни син можеше да ползва. Чистотата беше на ниво. Имаше и безплатно паркомясто. Препоръчвам с две ръце.”“Everything was great.The owner was very kind and smiling. The apartment was more than we expected, perfect for a family with even three children, two of whom are big. He had everything we needed to make us feel comfortable as we did at home. And, to a surprise, there was a little trampoline in the living room that our little son could use. The purity was in the right place. There was also a free parking space. I recommend two hands.”."
1168,1531,Apartments Kaloyan,,".“Разкошен, светъл, просторен, топъл и уютен апартамент! Чист и поддържан много добре..Удобен паркинг и бърз интернет. Центъра на града не е близо, но за нас не беше проблем, тъй като бяхме с кола..Много любезни и мили домакини. Престоят на семейството ми беше истинско удоволствие. Надхвърли очакванията ни..С радост ще се върнем отново при следващото ни посещение на града.”“A sumptuous, bright, spacious, warm and cosy apartment! Clean and well maintained..Convenient parking and fast internet. The city centre isn't close, but it wasn't a problem for us, since we were driving..Very kind and kind hosts. My family's been a real pleasure. You've exceeded our expectations..We'll be happy to return to our next visit to the city.”.",9.0," .“Разкошен, светъл, просторен, топъл и уютен апартамент! Чист и поддържан много добре..Удобен паркинг и бърз интернет. Центъра на града не е близо, но за нас не беше проблем, тъй като бяхме с кола..Много любезни и мили домакини. Престоят на семейството ми беше истинско удоволствие. Надхвърли очакванията ни..С радост ще се върнем отново при следващото ни посещение на града.”“A sumptuous, bright, spacious, warm and cosy apartment! Clean and well maintained..Convenient parking and fast internet. The city centre isn't close, but it wasn't a problem for us, since we were driving..Very kind and kind hosts. My family's been a real pleasure. You've exceeded our expectations..We'll be happy to return to our next visit to the city.”."
1169,1532,Apartments Kaloyan,,.“The host was very friendly and even offered us a ride to the centre as we'd been waiting for our taxi for some 15mins or so. The place was well kept and maintained and we had a pleasant stay overall.:) The fact that there was a car park was also of high importance and we appreciated that!”.,9.0, .“The host was very friendly and even offered us a ride to the centre as we'd been waiting for our taxi for some 15mins or so. The place was well kept and maintained and we had a pleasant stay overall.:) The fact that there was a car park was also of high importance and we appreciated that!”.
1170,1533,Apartments Kaloyan,,".“The host met us at the front door,helped us make our way to the apartment and showed us around. The apartment is such a good value for money. It absolutely fits 5, even 6 people, the view from the balcony is nice and the apartment is tidy and clean and there are a lot of soap bars and shampoo, in case that you did not bring any. I like that the hostasked about our intentions for the stay and therefore recommended places to visit, good restaurants and brought delivery menus from various restaurants in case that we need them. He explained how to use the oven, tv and in general made sure that we are confortable. He provided a phone number to ring if we need something and actually responded on the phone number.”.",9.0," .“The host met us at the front door,helped us make our way to the apartment and showed us around. The apartment is such a good value for money. It absolutely fits 5, even 6 people, the view from the balcony is nice and the apartment is tidy and clean and there are a lot of soap bars and shampoo, in case that you did not bring any. I like that the hostasked about our intentions for the stay and therefore recommended places to visit, good restaurants and brought delivery menus from various restaurants in case that we need them. He explained how to use the oven, tv and in general made sure that we are confortable. He provided a phone number to ring if we need something and actually responded on the phone number.”."
1171,1534,Apartments Kaloyan,,.“The apartment has great view! It is very spacious. It has everything necessary to feel comfortable. It was very clean and warm even in January. The host was nice!”.,5.0, .“The apartment has great view! It is very spacious. It has everything necessary to feel comfortable. It was very clean and warm even in January. The host was nice!”.
1172,1535,The Sunny Guest House of Veliko Turnovo,,".“The apartment is simply beautiful, stylishly decorated, located in the heart of the old town with amazing views of the Yantra River and Veliko Tarnovo. It offers a lot of space and comfort, is well-equipped and allows for privacy. Its central location is a great advantage, allowing you to visit the most interesting places on foot, from the Carevec hill and fortress to the Asen dynasty monument in the bend of Yantra. It was a great pleasure for us to stay here. I would like to thank the host, who was very friendly and helpful, we could feel that someone was taking care of us.”.",10.0," .“The apartment is simply beautiful, stylishly decorated, located in the heart of the old town with amazing views of the Yantra River and Veliko Tarnovo. It offers a lot of space and comfort, is well-equipped and allows for privacy. Its central location is a great advantage, allowing you to visit the most interesting places on foot, from the Carevec hill and fortress to the Asen dynasty monument in the bend of Yantra. It was a great pleasure for us to stay here. I would like to thank the host, who was very friendly and helpful, we could feel that someone was taking care of us.”."
1173,1536,The Sunny Guest House of Veliko Turnovo,,".“Big, nice and conveniently located house with a balcony. Definitely recommend”.",10.0," .“Big, nice and conveniently located house with a balcony. Definitely recommend”."
1174,1537,The Sunny Guest House of Veliko Turnovo,,".“Everything great, including the communication with Teodora, the welcoming attentions (chips and beer), the apartment etc”.",9.0," .“Everything great, including the communication with Teodora, the welcoming attentions (chips and beer), the apartment etc”."
1175,1538,The Sunny Guest House of Veliko Turnovo,,".“The apartment is very nice, equipped with everything you need, Is located in the city center. The hosts were very kind and friendly. I recommend with confidence, i will be back for sure!”.",10.0," .“The apartment is very nice, equipped with everything you need, Is located in the city center. The hosts were very kind and friendly. I recommend with confidence, i will be back for sure!”."
1176,1539,The Sunny Guest House of Veliko Turnovo,,.“Къщата е уютна и чиста. Обзаведена е с много стил.”“The house is warm and clean. It is furnished in a very stylish style.”.,7.0, .“Къщата е уютна и чиста. Обзаведена е с много стил.”“The house is warm and clean. It is furnished in a very stylish style.”.
1177,1540,The Sunny Guest House of Veliko Turnovo,,".“La ubicación es perfecta para conocer y disfrutar de la ciudad de Veliko Tarnovo. Desde los dormitorios y el lateral de la terraza la vista es realmente espectacular.  La casa está en una calle peatonal, así que la tranquilidad y el descanso, están asegurados. La decoración es típica de la zona, bonita y equilibrada. Tiene todo lo necesario para una estancias agradable y cómoda. Los principales atractivos de la ciudad están a pocos minutos andando, igual que los restaurantes y diferentes tipos de negocios.”“The location is perfect to get to know and enjoy the city of Veliko Tarnovo. From the bedrooms and the side of the terrace the view is really spectacular.  The house is on a pedestrian street so quiet and restful are secured. The decoration is typical of the area, beautiful and balanced. It has everything you need for a pleasant and comfortable stay. The main attractions of the city are within a few minutes walk, as are the restaurants and different types of businesses.”.",10.0," .“La ubicación es perfecta para conocer y disfrutar de la ciudad de Veliko Tarnovo. Desde los dormitorios y el lateral de la terraza la vista es realmente espectacular.  La casa está en una calle peatonal, así que la tranquilidad y el descanso, están asegurados. La decoración es típica de la zona, bonita y equilibrada. Tiene todo lo necesario para una estancias agradable y cómoda. Los principales atractivos de la ciudad están a pocos minutos andando, igual que los restaurantes y diferentes tipos de negocios.”“The location is perfect to get to know and enjoy the city of Veliko Tarnovo. From the bedrooms and the side of the terrace the view is really spectacular.  The house is on a pedestrian street so quiet and restful are secured. The decoration is typical of the area, beautiful and balanced. It has everything you need for a pleasant and comfortable stay. The main attractions of the city are within a few minutes walk, as are the restaurants and different types of businesses.”."
1178,1541,The Sunny Guest House of Veliko Turnovo,,".“Страхотен апартамент, много чисто и приятно с прекрасна гледка. Много добре обзаведено и оборудвано. .Бяхме приети много добре, наемодателите бяха много отзивчиви и отговориха на всички въпроси!”“Great apartment, very clean and pleasant with a lovely view. Very well-equipped and well-equipped. .We were very well received, the landlords were very cooperative and answered all the questions!”.",8.0," .“Страхотен апартамент, много чисто и приятно с прекрасна гледка. Много добре обзаведено и оборудвано. .Бяхме приети много добре, наемодателите бяха много отзивчиви и отговориха на всички въпроси!”“Great apartment, very clean and pleasant with a lovely view. Very well-equipped and well-equipped. .We were very well received, the landlords were very cooperative and answered all the questions!”."
1179,1542,The Sunny Guest House of Veliko Turnovo,,".“Страхотно място. Изключително добре оборудван апартамент с всичко необходимо. Любезни домакини. При пристигането ни чакаше много приятен комплимент от тях. Бихме посетители отново с удоволствие.”“It's a great place. Very well-equipped apartment with everything you need. Friendly housewives. On arrival, we were awaiting a very pleasant compliment from them. We'd love to have visitors again.”.",9.0," .“Страхотно място. Изключително добре оборудван апартамент с всичко необходимо. Любезни домакини. При пристигането ни чакаше много приятен комплимент от тях. Бихме посетители отново с удоволствие.”“It's a great place. Very well-equipped apartment with everything you need. Friendly housewives. On arrival, we were awaiting a very pleasant compliment from them. We'd love to have visitors again.”."
1180,1543,The Sunny Guest House of Veliko Turnovo,,.“Супер локация с красива гледка. .Близо до повечето забележителности на пешеходно разстояние.”“Great location with a beautiful view. .Nearby most attractions are within walking distance.”.,10.0, .“Супер локация с красива гледка. .Близо до повечето забележителности на пешеходно разстояние.”“Great location with a beautiful view. .Nearby most attractions are within walking distance.”.
1181,1544,The Sunny Guest House of Veliko Turnovo,,".“Много красиво,уютно  и спокойно място.Перфектно местоположение.Много отзивчиви хазяй”“Very beautiful, cosy and peaceful place. Perfect location. Very helpful landlord.”.",10.0," .“Много красиво,уютно  и спокойно място.Перфектно местоположение.Много отзивчиви хазяй”“Very beautiful, cosy and peaceful place. Perfect location. Very helpful landlord.”."
1182,1545,The Sunny Guest House of Veliko Turnovo,,".“The apartment is simply beautiful, stylishly decorated, located in the heart of the old town with amazing views of the Yantra River and Veliko Tarnovo. It offers a lot of space and comfort, is well-equipped and allows for privacy. Its central location is a great advantage, allowing you to visit the most interesting places on foot, from the Carevec hill and fortress to the Asen dynasty monument in the bend of Yantra. It was a great pleasure for us to stay here. I would like to thank the host, who was very friendly and helpful, we could feel that someone was taking care of us.”.",10.0," .“The apartment is simply beautiful, stylishly decorated, located in the heart of the old town with amazing views of the Yantra River and Veliko Tarnovo. It offers a lot of space and comfort, is well-equipped and allows for privacy. Its central location is a great advantage, allowing you to visit the most interesting places on foot, from the Carevec hill and fortress to the Asen dynasty monument in the bend of Yantra. It was a great pleasure for us to stay here. I would like to thank the host, who was very friendly and helpful, we could feel that someone was taking care of us.”."
1183,1546,The Sunny Guest House of Veliko Turnovo,,".“Big, nice and conveniently located house with a balcony. Definitely recommend”.",10.0," .“Big, nice and conveniently located house with a balcony. Definitely recommend”."
1184,1547,The Sunny Guest House of Veliko Turnovo,,".“Everything great, including the communication with Teodora, the welcoming attentions (chips and beer), the apartment etc”.",10.0," .“Everything great, including the communication with Teodora, the welcoming attentions (chips and beer), the apartment etc”."
1185,1548,The Sunny Guest House of Veliko Turnovo,,".“The apartment is very nice, equipped with everything you need, Is located in the city center. The hosts were very kind and friendly. I recommend with confidence, i will be back for sure!”.",8.0," .“The apartment is very nice, equipped with everything you need, Is located in the city center. The hosts were very kind and friendly. I recommend with confidence, i will be back for sure!”."
1186,1549,The Sunny Guest House of Veliko Turnovo,,.“Къщата е уютна и чиста. Обзаведена е с много стил.”“The house is warm and clean. It is furnished in a very stylish style.”.,10.0, .“Къщата е уютна и чиста. Обзаведена е с много стил.”“The house is warm and clean. It is furnished in a very stylish style.”.
1187,1550,The Sunny Guest House of Veliko Turnovo,,".“La ubicación es perfecta para conocer y disfrutar de la ciudad de Veliko Tarnovo. Desde los dormitorios y el lateral de la terraza la vista es realmente espectacular.  La casa está en una calle peatonal, así que la tranquilidad y el descanso, están asegurados. La decoración es típica de la zona, bonita y equilibrada. Tiene todo lo necesario para una estancias agradable y cómoda. Los principales atractivos de la ciudad están a pocos minutos andando, igual que los restaurantes y diferentes tipos de negocios.”“The location is perfect to get to know and enjoy the city of Veliko Tarnovo. From the bedrooms and the side of the terrace the view is really spectacular.  The house is on a pedestrian street so quiet and restful are secured. The decoration is typical of the area, beautiful and balanced. It has everything you need for a pleasant and comfortable stay. The main attractions of the city are within a few minutes walk, as are the restaurants and different types of businesses.”.",9.0," .“La ubicación es perfecta para conocer y disfrutar de la ciudad de Veliko Tarnovo. Desde los dormitorios y el lateral de la terraza la vista es realmente espectacular.  La casa está en una calle peatonal, así que la tranquilidad y el descanso, están asegurados. La decoración es típica de la zona, bonita y equilibrada. Tiene todo lo necesario para una estancias agradable y cómoda. Los principales atractivos de la ciudad están a pocos minutos andando, igual que los restaurantes y diferentes tipos de negocios.”“The location is perfect to get to know and enjoy the city of Veliko Tarnovo. From the bedrooms and the side of the terrace the view is really spectacular.  The house is on a pedestrian street so quiet and restful are secured. The decoration is typical of the area, beautiful and balanced. It has everything you need for a pleasant and comfortable stay. The main attractions of the city are within a few minutes walk, as are the restaurants and different types of businesses.”."
1188,1551,The Sunny Guest House of Veliko Turnovo,,".“Страхотен апартамент, много чисто и приятно с прекрасна гледка. Много добре обзаведено и оборудвано. .Бяхме приети много добре, наемодателите бяха много отзивчиви и отговориха на всички въпроси!”“Great apartment, very clean and pleasant with a lovely view. Very well-equipped and well-equipped. .We were very well received, the landlords were very cooperative and answered all the questions!”.",10.0," .“Страхотен апартамент, много чисто и приятно с прекрасна гледка. Много добре обзаведено и оборудвано. .Бяхме приети много добре, наемодателите бяха много отзивчиви и отговориха на всички въпроси!”“Great apartment, very clean and pleasant with a lovely view. Very well-equipped and well-equipped. .We were very well received, the landlords were very cooperative and answered all the questions!”."
1189,1552,The Sunny Guest House of Veliko Turnovo,,".“Страхотно място. Изключително добре оборудван апартамент с всичко необходимо. Любезни домакини. При пристигането ни чакаше много приятен комплимент от тях. Бихме посетители отново с удоволствие.”“It's a great place. Very well-equipped apartment with everything you need. Friendly housewives. On arrival, we were awaiting a very pleasant compliment from them. We'd love to have visitors again.”.",10.0," .“Страхотно място. Изключително добре оборудван апартамент с всичко необходимо. Любезни домакини. При пристигането ни чакаше много приятен комплимент от тях. Бихме посетители отново с удоволствие.”“It's a great place. Very well-equipped apartment with everything you need. Friendly housewives. On arrival, we were awaiting a very pleasant compliment from them. We'd love to have visitors again.”."
1190,1553,The Sunny Guest House of Veliko Turnovo,,.“Супер локация с красива гледка. .Близо до повечето забележителности на пешеходно разстояние.”“Great location with a beautiful view. .Nearby most attractions are within walking distance.”.,10.0, .“Супер локация с красива гледка. .Близо до повечето забележителности на пешеходно разстояние.”“Great location with a beautiful view. .Nearby most attractions are within walking distance.”.
1191,1554,Apartment Moni,,.“The communication with the host was impeccable. He helped us resolve some issues we had on the way. All went perfectly well.”.,10.0, .“The communication with the host was impeccable. He helped us resolve some issues we had on the way. All went perfectly well.”.
1192,1555,Apartment Moni,,".“simple, cosy place. cool and funny Host, calm area, lot of place to park your car.”.",8.0," .“simple, cosy place. cool and funny Host, calm area, lot of place to park your car.”."
1193,1556,Apartment Moni,,.“Everything was as described and expected. Clean and tidy. Nice location.”.,10.0, .“Everything was as described and expected. Clean and tidy. Nice location.”.
1194,1557,Apartment Moni,,".“Спокойно,чисто приветлив домакин.Който нощува тук печели състезания.”“Relax, a friendly host.The one who stays here wins races.”.",7.0," .“Спокойно,чисто приветлив домакин.Който нощува тук печели състезания.”“Relax, a friendly host.The one who stays here wins races.”."
1195,1558,Apartment Moni,,".“Много чисто, модерно, добър Интернет, разположението е на комуникативно място с много магазини и лесен изход от града, любезен домакин. Отново бих го ползвала при необходимост и го препоръчвам.”“Very clean, modern, good internet, the location is a convenient place with many shops and an easy exit from the city, a friendly host. I'd use it again if I had to, and I recommend it.”.",9.0," .“Много чисто, модерно, добър Интернет, разположението е на комуникативно място с много магазини и лесен изход от града, любезен домакин. Отново бих го ползвала при необходимост и го препоръчвам.”“Very clean, modern, good internet, the location is a convenient place with many shops and an easy exit from the city, a friendly host. I'd use it again if I had to, and I recommend it.”."
1196,1559,Apartment Moni,,".“Много чаровно местенце..Чисто, уютно, приятна атмосфера..Много любезен домакин.”“It's a very charming place..Clean, cosy, pleasant atmosphere..A very gracious host.”.",9.0," .“Много чаровно местенце..Чисто, уютно, приятна атмосфера..Много любезен домакин.”“It's a very charming place..Clean, cosy, pleasant atmosphere..A very gracious host.”."
1197,1560,Apartment Moni,,".“Пътувахме до Велико Търново за кандидат- студентските изпити на дъщеря ми. Разположението е перфектно- много близо до НВУ ""Васил Левски"". Апартамента беше чист и спретнат. Домакинът много отзивчив. Останахме доволни. Горещо го препоръчвам.”“We were on our way to Veliko Tarnovo for my daughter's student exam. The location is perfect-- very close to Vasil Levski NVA. The apartment was clean and tidy. The host is very cooperative. We're happy. I highly recommend it.”.",10.0," .“Пътувахме до Велико Търново за кандидат- студентските изпити на дъщеря ми. Разположението е перфектно- много близо до НВУ ""Васил Левски"". Апартамента беше чист и спретнат. Домакинът много отзивчив. Останахме доволни. Горещо го препоръчвам.”“We were on our way to Veliko Tarnovo for my daughter's student exam. The location is perfect-- very close to Vasil Levski NVA. The apartment was clean and tidy. The host is very cooperative. We're happy. I highly recommend it.”."
1198,1561,Apartment Moni,,.“La gentillesse du propriétaire et sa disponibilité.La propreté de l'appartement.L'immeuble neuf.La facilité de parking.Un lidl a 3 min a pieds pour les courses c'est super”“The kindness of the owner and his availability.,,
1199,- The cleanliness of the apartment,,,,,
1200,.The new building,,,,,
1201,-The ease of parking,,,,,
1202,-A lidl 3 min walk for races is great”.,10.0, .“La gentillesse du propriétaire et sa disponibilité.La propreté de l'appartement.L'immeuble neuf.La facilité de parking.Un lidl a 3 min a pieds pour les courses c'est super”“The kindness of the owner and his availability.,,,
1203,- The cleanliness of the apartment,,,,,
1204,.The new building,,,,,
1205,-The ease of parking,,,,,
1206,-A lidl 3 min walk for races is great”.,,,,,
1207,1562,Apartment Moni,,".“По-хубаво е от колкото на снимките, хязяина е много мил. А и за коментиралите по-долу вече има кана за стопляне на вода, ютия и дъска за гладене...  ;)”“It's better than the pictures, the hyacia is very nice. And for the comments below, there is already a water-warming kettle, iron and ironing board... ;) ”.",8.0," .“По-хубаво е от колкото на снимките, хязяина е много мил. А и за коментиралите по-долу вече има кана за стопляне на вода, ютия и дъска за гладене...  ;)”“It's better than the pictures, the hyacia is very nice. And for the comments below, there is already a water-warming kettle, iron and ironing board... ;) ”."
1208,1563,Apartment Moni,,".“Беше чисто и удобно, спокойно, близо до спирки на градския транспорт. Любезен домакин! Определено препоръчвам!”“It was clean and comfortable, peaceful, near public transport. A gracious host! I definitely recommend it!”.",9.0," .“Беше чисто и удобно, спокойно, близо до спирки на градския транспорт. Любезен домакин! Определено препоръчвам!”“It was clean and comfortable, peaceful, near public transport. A gracious host! I definitely recommend it!”."
1209,1564,Apartment Moni,,.“The communication with the host was impeccable. He helped us resolve some issues we had on the way. All went perfectly well.”.,9.0, .“The communication with the host was impeccable. He helped us resolve some issues we had on the way. All went perfectly well.”.
1210,1565,Apartment Moni,,".“simple, cosy place. cool and funny Host, calm area, lot of place to park your car.”.",10.0," .“simple, cosy place. cool and funny Host, calm area, lot of place to park your car.”."
1211,1566,Apartment Moni,,.“Everything was as described and expected. Clean and tidy. Nice location.”.,10.0, .“Everything was as described and expected. Clean and tidy. Nice location.”.
1212,1567,Apartment Moni,,".“Спокойно,чисто приветлив домакин.Който нощува тук печели състезания.”“Relax, a friendly host.The one who stays here wins races.”.",10.0," .“Спокойно,чисто приветлив домакин.Който нощува тук печели състезания.”“Relax, a friendly host.The one who stays here wins races.”."
1213,1568,Apartment Moni,,".“Много чисто, модерно, добър Интернет, разположението е на комуникативно място с много магазини и лесен изход от града, любезен домакин. Отново бих го ползвала при необходимост и го препоръчвам.”“Very clean, modern, good internet, the location is a convenient place with many shops and an easy exit from the city, a friendly host. I'd use it again if I had to, and I recommend it.”.",10.0," .“Много чисто, модерно, добър Интернет, разположението е на комуникативно място с много магазини и лесен изход от града, любезен домакин. Отново бих го ползвала при необходимост и го препоръчвам.”“Very clean, modern, good internet, the location is a convenient place with many shops and an easy exit from the city, a friendly host. I'd use it again if I had to, and I recommend it.”."
1214,1569,Apartment Moni,,".“Много чаровно местенце..Чисто, уютно, приятна атмосфера..Много любезен домакин.”“It's a very charming place..Clean, cosy, pleasant atmosphere..A very gracious host.”.",9.0," .“Много чаровно местенце..Чисто, уютно, приятна атмосфера..Много любезен домакин.”“It's a very charming place..Clean, cosy, pleasant atmosphere..A very gracious host.”."
1215,1570,Apartment Moni,,".“Пътувахме до Велико Търново за кандидат- студентските изпити на дъщеря ми. Разположението е перфектно- много близо до НВУ ""Васил Левски"". Апартамента беше чист и спретнат. Домакинът много отзивчив. Останахме доволни. Горещо го препоръчвам.”“We were on our way to Veliko Tarnovo for my daughter's student exam. The location is perfect-- very close to Vasil Levski NVA. The apartment was clean and tidy. The host is very cooperative. We're happy. I highly recommend it.”.",10.0," .“Пътувахме до Велико Търново за кандидат- студентските изпити на дъщеря ми. Разположението е перфектно- много близо до НВУ ""Васил Левски"". Апартамента беше чист и спретнат. Домакинът много отзивчив. Останахме доволни. Горещо го препоръчвам.”“We were on our way to Veliko Tarnovo for my daughter's student exam. The location is perfect-- very close to Vasil Levski NVA. The apartment was clean and tidy. The host is very cooperative. We're happy. I highly recommend it.”."
1216,1571,Apartment Moni,,.“La gentillesse du propriétaire et sa disponibilité.La propreté de l'appartement.L'immeuble neuf.La facilité de parking.Un lidl a 3 min a pieds pour les courses c'est super”“The kindness of the owner and his availability.,,
1217,- The cleanliness of the apartment,,,,,
1218,.The new building,,,,,
1219,-The ease of parking,,,,,
1220,-A lidl 3 min walk for races is great”.,10.0, .“La gentillesse du propriétaire et sa disponibilité.La propreté de l'appartement.L'immeuble neuf.La facilité de parking.Un lidl a 3 min a pieds pour les courses c'est super”“The kindness of the owner and his availability.,,,
